Metadata_Well	Metadata_Site	Metadata_number_of_singlecells	Metadata_genotype	UMAP0	UMAP1
E8	1	59	HET	16.263062	-1.5772313
C10	16	125	Null	13.804463	1.8242849
G3	8	121	WT	16.719324	1.2298443
E10	14	132	Null	14.993517	0.9689
G1	6	72	WT	17.888275	0.42796078
F1	4	88	WT	14.031292	0.12469212
G1	3	72	WT	17.379135	-1.7908823
F3	7	92	WT	15.302431	-0.71591663
C6	11	71	HET	14.707973	-2.3764315
G2	13	125	WT	15.645011	-2.5943766
D4	8	102	WT	14.9127	-3.0526888
D9	9	135	Null	13.615854	1.3702376
F2	11	111	WT	16.191814	1.4218314
B6	10	99	HET	17.797266	1.0074757
C2	5	137	WT	15.475396	-2.7869828
G11	14	129	Null	14.717031	0.13047467
D12	21	106	Null	15.326052	-0.6848197
D8	10	87	HET	15.227415	-2.764745
C12	2	119	Null	16.612562	2.5512938
G1	1	72	WT	11.147482	-1.5149587
G11	10	129	Null	15.655809	-1.8598285
G3	18	121	WT	11.298941	-1.035441
C9	3	156	Null	12.976788	-0.74164057
B4	16	112	WT	15.988308	-2.8684096
G10	15	129	Null	15.32763	-0.8006878
C11	18	154	Null	17.25046	-0.22429521
F9	17	149	Null	15.906676	-2.8587523
F5	5	109	HET	13.803395	0.6842805
F5	1	109	HET	14.799457	-1.6136712
C10	15	125	Null	13.754437	2.4105906
B4	10	112	WT	15.726274	-2.528798
G9	2	149	Null	15.762478	1.4196272
E5	15	89	HET	16.445955	-1.1635709
D7	10	83	HET	13.996797	1.6070815
E11	20	185	Null	14.695944	0.27103004
C10	7	125	Null	13.53371	1.691075
F11	21	135	Null	16.672129	-0.46136135
E8	17	59	HET	14.344353	2.90782
F10	17	152	Null	15.93729	0.20551497
C7	4	100	HET	14.93036	1.2859395
D5	21	99	HET	15.044874	0.947886
C7	15	100	HET	17.265104	-1.5998279
C9	6	156	Null	16.352041	-1.9230163
D8	1	87	HET	15.824576	2.1985488
G1	17	72	WT	17.099056	0.8741215
B12	3	148	Null	16.722845	2.3766887
B12	5	148	Null	11.315044	-1.3985451
F7	4	90	HET	16.189993	-1.4614278
C7	13	100	HET	15.454365	0.13140526
E11	1	185	Null	14.018616	1.8694125
B9	1	173	Null	15.455718	-1.8447425
D2	4	98	WT	16.01979	2.5438812
G11	20	129	Null	14.360695	-0.2032586
G5	17	61	HET	14.403037	-0.3742009
D8	12	87	HET	12.121688	-0.7216576
F8	4	63	HET	14.741762	-2.883989
B5	8	101	HET	14.492189	1.2203242
F5	13	109	HET	14.59573	2.3356063
F10	16	152	Null	13.224937	-0.4061981
C8	8	85	HET	15.305853	-0.65730244
C8	10	85	HET	15.734575	-2.4772944
F11	2	135	Null	14.162887	1.4370245
E11	1	185	Null	14.635427	-2.2639074
D10	15	157	Null	15.328281	-2.3195364
G7	6	94	HET	14.80394	-1.4211639
G5	10	61	HET	15.9395485	0.44331124
D3	11	128	WT	16.573378	-2.6222808
G5	1	61	HET	13.50816	-1.1192001
C9	14	156	Null	16.678524	0.42477396
E11	7	185	Null	15.085928	1.1919874
E3	15	122	WT	14.950224	-2.214747
E2	3	102	WT	15.973787	-2.6671467
D12	12	106	Null	17.279606	1.7536172
E9	15	120	Null	14.399243	-2.842352
G7	18	94	HET	16.553513	0.0740789
G6	18	79	HET	15.803407	0.38740578
F2	11	111	WT	11.19015	-1.4709305
D6	12	76	HET	16.53263	-0.2379773
E4	8	86	WT	16.371862	0.4711034
G2	19	125	WT	16.930569	-0.20436005
G9	1	149	Null	16.115093	-3.0223782
F12	16	125	Null	14.332075	-1.5506971
E9	19	120	Null	14.602205	-2.2299578
E3	18	122	WT	15.124638	0.0557277
B12	4	148	Null	15.324669	-1.5206416
E11	6	185	Null	12.320136	-1.5274676
E5	8	89	HET	14.710025	-3.180961
C7	14	100	HET	15.859658	-1.6107179
G10	1	129	Null	16.55221	-1.1979995
F11	19	135	Null	14.038907	1.1992544
D5	19	99	HET	13.761746	1.0609795
D4	6	102	WT	17.571388	0.9464731
B11	18	148	Null	11.3018675	-1.4742734
G2	1	125	WT	16.02909	0.54434764
D2	19	98	WT	13.798433	0.919837
F6	2	82	HET	16.323112	-1.4896625
E11	19	185	Null	15.14161	-0.29707682
B9	3	173	Null	17.536087	0.48317346
E7	17	103	HET	13.920044	-1.8558942
C10	6	125	Null	17.647905	-1.5250112
B6	6	99	HET	15.8597555	-1.6956975
E3	21	122	WT	16.750523	1.0767132
D6	14	76	HET	16.784996	-1.5252532
G12	21	121	Null	16.463234	0.53464794
B12	8	148	Null	17.025648	-2.1457384
G9	14	149	Null	15.917315	-0.81307846
C2	3	137	WT	14.423488	-2.4658082
G9	8	149	Null	15.086249	-0.44512352
C5	8	78	HET	14.548116	-2.9319701
B12	20	148	Null	16.64111	0.30705792
B3	16	79	WT	14.333984	-2.2211883
B9	10	173	Null	12.065369	-1.1396562
E6	1	66	HET	13.882768	1.5239193
D10	3	157	Null	15.420434	3.0322623
E11	7	185	Null	17.157852	0.40860447
E6	10	66	HET	14.129485	-0.33389133
G7	21	94	HET	17.042826	1.2742944
F5	17	109	HET	14.942975	-3.1615055
C11	18	154	Null	11.112288	-1.0237691
F10	11	152	Null	15.845915	0.09524371
C11	20	154	Null	17.52983	-0.2612812
C7	21	100	HET	17.018461	-1.0159001
C12	13	119	Null	15.725001	-2.7050762
G10	15	129	Null	15.684547	-2.5895839
E3	6	122	WT	11.361373	-1.3556278
G3	7	121	WT	13.368736	-1.3067714
E2	2	102	WT	14.334132	2.3977587
B8	5	64	HET	16.14946	-1.939668
D11	14	178	Null	14.436359	-0.016610501
G10	6	129	Null	15.129668	-2.206105
F12	17	125	Null	13.936821	0.18789244
C4	1	104	WT	14.964428	2.0808218
C2	18	137	WT	16.126143	-0.5175845
C3	6	117	WT	15.3345995	2.1760893
D5	16	99	HET	13.871839	-1.6424398
C2	14	137	WT	15.942733	1.1713785
E6	16	66	HET	13.798559	0.85513
F5	16	109	HET	11.585548	1.144284
E2	12	102	WT	15.931306	2.545693
B7	10	78	HET	13.228921	-2.2119884
E2	18	102	WT	17.107836	1.6497848
B6	6	99	HET	17.52329	-1.5644865
B7	21	78	HET	17.172411	0.6879115
E12	9	115	Null	15.4316025	1.0821021
G4	19	100	WT	14.264342	-2.2877543
C8	16	85	HET	15.848925	-0.17967281
F1	10	88	WT	16.459555	-1.1742735
C6	15	71	HET	13.1139965	1.6294186
C7	16	100	HET	14.172295	-2.5501363
E11	11	185	Null	13.721933	-0.6311711
D9	7	135	Null	15.655928	0.12120218
B12	4	148	Null	13.686164	1.1035247
B12	13	148	Null	12.4138155	1.4189935
C2	11	137	WT	12.551505	-1.1085174
F12	14	125	Null	16.287683	0.18925886
D1	18	91	WT	14.78673	2.2337775
F10	13	152	Null	12.463075	0.50799704
D9	8	135	Null	16.008	2.1656923
C9	8	156	Null	14.395999	2.9569523
C6	4	71	HET	16.653107	-1.5648402
F10	17	152	Null	14.153892	1.6641709
C6	15	71	HET	14.0686455	2.1692712
F7	16	90	HET	12.365362	0.86412287
E10	19	132	Null	12.8167095	-1.5085785
B2	2	97	WT	14.675781	1.599176
C6	12	71	HET	16.552849	-0.5497745
G11	15	129	Null	15.822657	-0.49906355
G11	13	129	Null	11.898335	0.8289978
B11	18	148	Null	11.292902	-1.4238917
B12	6	148	Null	15.994486	-1.2861149
F2	17	111	WT	17.332842	1.239886
B5	18	101	HET	16.221127	0.8927103
D11	9	178	Null	17.13557	1.6085917
E11	14	185	Null	16.286266	-2.8549416
C8	17	85	HET	14.148294	1.4621032
D12	7	106	Null	15.78688	-3.1197083
G1	13	72	WT	15.097839	-2.018467
F10	3	152	Null	14.48409	-2.8085618
B1	4	79	WT	12.868634	0.104240894
F9	20	149	Null	15.617265	-0.8750105
D6	7	76	HET	14.658984	1.6000072
G9	1	149	Null	16.195124	1.5294902
E1	6	101	WT	15.798285	-0.567435
B4	21	112	WT	16.963572	-1.2890742
G9	17	149	Null	14.288617	2.0284214
F2	13	111	WT	17.473692	1.0407121
C9	11	156	Null	16.046131	0.70102453
C6	11	71	HET	16.658813	0.44044876
B5	13	101	HET	14.889663	-2.9824204
G11	2	129	Null	15.20654	2.0943115
E10	14	132	Null	13.090415	-1.7099694
C9	19	156	Null	11.757861	0.880301
C2	11	137	WT	13.392347	-0.24603248
C7	18	100	HET	16.047697	2.652251
F11	1	135	Null	15.066343	-0.69730955
B7	2	78	HET	14.578259	-0.41682202
G2	7	125	WT	14.467918	-1.677097
C12	9	119	Null	15.947699	2.1156015
B10	19	155	Null	12.264719	-0.83978707
G11	15	129	Null	14.703361	-0.22742791
C4	19	104	WT	14.976591	-3.076322
D12	15	106	Null	16.304897	1.6477188
B2	19	97	WT	15.291075	1.6154977
F9	11	149	Null	16.764019	0.89518285
F12	1	125	Null	15.264785	-1.2369118
B2	16	97	WT	14.059348	-1.3833667
F11	16	135	Null	14.216708	-2.7274394
B1	14	79	WT	17.325485	0.35375166
F9	3	149	Null	14.572137	3.0178409
F5	2	109	HET	17.784204	-0.41196057
E9	17	120	Null	15.471509	-1.4630566
D11	3	178	Null	13.765175	-0.01660921
D4	14	102	WT	15.381245	-2.405238
F10	4	152	Null	13.798738	-1.9180775
G8	5	65	HET	15.936509	-2.548679
E12	16	115	Null	16.072935	-1.151813
B11	20	148	Null	13.408559	-1.0473907
G12	1	121	Null	16.514027	-1.1747998
F3	7	92	WT	17.610415	-0.4420608
C3	17	117	WT	15.053418	-1.5568218
G3	12	121	WT	17.544996	0.77862406
G2	14	125	WT	15.757407	0.6823861
E10	13	132	Null	13.784887	2.4619107
F7	2	90	HET	12.356644	0.22570038
G4	8	100	WT	16.758726	1.4034122
G6	8	79	HET	16.980152	-0.4678975
F10	3	152	Null	15.446938	-0.2132677
D4	7	102	WT	15.054375	0.6321569
D10	19	157	Null	11.446805	-0.9634628
B4	4	112	WT	15.305474	-2.2049494
F11	20	135	Null	14.041395	0.58458316
C11	14	154	Null	16.063683	2.1291165
F5	3	109	HET	15.177107	2.6318436
D9	11	135	Null	13.8237295	1.6898823
G7	6	94	HET	17.041586	-1.0195576
B3	5	79	WT	17.41299	1.8643295
F2	17	111	WT	14.994549	-2.573401
C11	7	154	Null	14.360005	-2.165666
E3	10	122	WT	13.126109	1.6515821
G7	15	94	HET	16.512016	0.077071354
D8	13	87	HET	15.80782	0.8982316
F9	10	149	Null	15.207368	-1.0029963
D12	11	106	Null	14.89688	-0.44975695
G4	20	100	WT	12.09265	1.33712
D1	17	91	WT	13.344515	-1.5547289
G5	19	61	HET	13.6682625	-2.578523
F6	14	82	HET	14.08395	-2.1839974
G3	1	121	WT	15.972298	-2.93991
C10	8	125	Null	14.913325	2.1483047
C2	15	137	WT	16.650011	-2.3353748
D11	21	178	Null	12.430171	-1.2146142
G2	15	125	WT	16.791227	0.16537385
F2	17	111	WT	17.438263	0.7005121
D12	13	106	Null	11.7156515	0.99873394
D9	9	135	Null	15.214684	-2.565947
C1	12	66	WT	16.682371	1.2803625
D7	1	83	HET	15.012454	-1.2420698
C6	20	71	HET	17.04814	0.11338686
B7	1	78	HET	15.899204	1.5104945
B5	7	101	HET	14.459036	1.1419271
E1	17	101	WT	16.652664	-0.61053246
G1	14	72	WT	14.621951	0.79704815
G11	10	129	Null	14.098943	-2.3994873
C3	1	117	WT	13.336716	-0.08818766
C10	7	125	Null	15.968569	0.3849883
E9	8	120	Null	13.752363	-0.96838284
F4	6	94	WT	17.048672	0.3098364
F2	13	111	WT	15.503599	1.8091334
F11	21	135	Null	15.370552	-0.57989556
G10	17	129	Null	13.237768	-1.5713371
F2	14	111	WT	12.301435	-0.61616355
D3	9	128	WT	17.616243	1.1173897
E11	2	185	Null	14.951237	2.7004263
G12	4	121	Null	15.166524	0.56704324
B11	12	148	Null	15.6399	0.21512571
E2	19	102	WT	14.797453	-2.6487362
E5	14	89	HET	14.620701	-2.4183593
D11	8	178	Null	13.310959	-0.9898119
E6	2	66	HET	15.803717	0.9023914
F12	10	125	Null	15.074365	-2.8713624
G5	2	61	HET	12.732119	-0.83300275
F10	5	152	Null	15.714151	-1.6458937
C6	1	71	HET	14.5613985	0.932313
B6	19	99	HET	14.069889	-1.2619916
G2	17	125	WT	17.023626	-1.3815728
E1	16	101	WT	16.677067	-0.10701106
G9	11	149	Null	15.640222	0.7324728
F10	17	152	Null	15.936148	-0.1179408
F9	7	149	Null	14.553278	2.461914
D8	2	87	HET	13.601829	-1.68903
C11	21	154	Null	15.08599	-0.50680625
C7	16	100	HET	12.450849	0.46159488
G3	14	121	WT	15.477566	0.36832616
E8	18	59	HET	14.922131	-1.9274467
B9	4	173	Null	11.40028	-1.2410891
B11	18	148	Null	14.5832205	-1.779682
D3	2	128	WT	14.851592	-1.4110045
C1	13	66	WT	15.110772	2.3914008
D10	5	157	Null	14.513602	-2.8474207
E11	17	185	Null	15.261046	-2.5457172
B9	19	173	Null	16.75489	-1.9290532
B11	2	148	Null	17.135687	1.5772743
B5	7	101	HET	12.727855	-1.0164357
D9	7	135	Null	14.043294	-1.1101898
E3	21	122	WT	13.934902	2.4723516
B12	5	148	Null	17.46609	0.3233836
B12	15	148	Null	15.979653	-1.8056012
G6	6	79	HET	14.63009	0.99795973
F2	20	111	WT	16.73652	2.0472763
G1	15	72	WT	16.798077	-2.1039863
B6	8	99	HET	16.396044	0.17576686
G11	9	129	Null	11.067869	-1.4948175
B12	21	148	Null	17.17552	0.32845393
F11	6	135	Null	14.230891	1.018988
C3	20	117	WT	16.945776	-0.3929748
G12	5	121	Null	13.834286	-2.0477035
C9	5	156	Null	13.947552	-0.29777405
D7	3	83	HET	12.803707	-0.7346209
D11	19	178	Null	12.788922	-0.59084785
F12	4	125	Null	15.465864	-0.20943052
C10	20	125	Null	16.596428	-0.77622885
F1	12	88	WT	11.78628	-1.0381987
C11	2	154	Null	15.28958	2.793678
E9	8	120	Null	17.06302	0.18530476
F9	14	149	Null	15.398739	-0.009054726
F1	6	88	WT	17.370537	-0.0911941
C7	20	100	HET	16.88671	0.6859399
G1	3	72	WT	17.440111	1.0933807
B1	13	79	WT	16.116077	-0.8872363
E4	1	86	WT	12.740548	0.018780706
E4	19	86	WT	11.976259	1.345874
C6	21	71	HET	17.12449	0.8757583
B2	9	97	WT	15.176139	-2.5697815
G5	16	61	HET	12.361213	0.8673052
C6	3	71	HET	16.305052	2.718458
F9	16	149	Null	13.66262	-1.0364901
C6	19	71	HET	15.5590725	-2.3292067
C11	4	154	Null	11.18348	-0.95755565
G11	13	129	Null	15.28371	-0.027010035
D11	15	178	Null	16.62654	0.22350664
F3	20	92	WT	15.670175	2.7494009
B1	11	79	WT	14.738561	-2.9297729
E12	3	115	Null	13.196868	-0.39802724
F5	11	109	HET	14.179696	-2.7563589
E1	16	101	WT	16.282839	1.8007343
B1	14	79	WT	16.936548	1.1956192
D4	5	102	WT	14.797807	-3.073228
B12	12	148	Null	17.179237	0.45708564
D3	20	128	WT	14.671072	-1.8923116
D4	2	102	WT	15.9955435	2.9053614
B9	19	173	Null	15.61761	-1.739326
B5	20	101	HET	16.669992	-2.0957313
G2	21	125	WT	17.234726	0.4274291
B11	20	148	Null	14.425863	-3.0407338
F1	10	88	WT	16.350712	1.7120866
B4	14	112	WT	14.500876	-2.4751368
D12	1	106	Null	16.361994	-1.0274498
G1	15	72	WT	16.739693	0.5181285
B9	17	173	Null	13.620343	-2.1301777
B10	6	155	Null	15.284075	2.2452147
G10	18	129	Null	15.275211	-1.7510717
E11	10	185	Null	12.943769	-1.582942
B2	19	97	WT	14.2074375	2.3436246
B6	1	99	HET	14.359278	-0.027175615
G8	13	65	HET	16.56487	-0.7753141
F10	5	152	Null	16.603352	1.1331254
C4	2	104	WT	11.017881	-1.6608794
G11	16	129	Null	14.813389	2.8299022
G7	17	94	HET	15.691652	0.9121692
G2	14	125	WT	12.818845	-0.24611323
F11	16	135	Null	13.341433	-0.34449616
D7	15	83	HET	14.744395	0.8173801
C8	17	85	HET	14.7453165	-1.094748
C5	4	78	HET	14.224949	-2.6082487
D4	20	102	WT	11.050559	-1.5894045
E11	7	185	Null	14.695457	-2.8564644
G3	8	121	WT	17.134972	0.5432216
G8	15	65	HET	15.347497	-1.0595458
B7	13	78	HET	14.086535	2.098481
C3	12	117	WT	16.014292	-2.1817143
B4	18	112	WT	16.622782	-1.7621983
G9	1	149	Null	11.39484	-0.98725504
E2	18	102	WT	16.12927	-0.11428699
E3	18	122	WT	16.974684	1.625962
C12	5	119	Null	16.083582	-1.8585131
F6	20	82	HET	14.322528	0.11594532
F7	18	90	HET	13.830791	-0.29020762
E9	7	120	Null	15.811773	0.6960585
C2	12	137	WT	17.449305	1.2827313
G9	17	149	Null	14.34405	2.752136
B9	19	173	Null	16.77019	0.5174827
G9	9	149	Null	16.698011	-0.40660268
F6	15	82	HET	14.254866	0.57460696
E9	3	120	Null	14.988695	-1.9118687
D11	8	178	Null	15.090684	-1.377416
B5	5	101	HET	17.416826	0.8634546
C11	20	154	Null	14.999609	-2.638286
C7	8	100	HET	14.064884	-0.026729025
D6	11	76	HET	12.294611	-1.5926309
B10	21	155	Null	13.95026	-1.8716456
B4	16	112	WT	14.474963	-1.9119959
G10	17	129	Null	16.32394	-2.3579862
D2	21	98	WT	17.29698	0.35587862
B3	1	79	WT	14.336716	-1.272253
E5	1	89	HET	14.681436	-2.1029413
G4	7	100	WT	16.07459	0.08395664
F10	8	152	Null	16.538818	2.6129773
D4	12	102	WT	15.266621	-0.2037152
B5	1	101	HET	16.241077	1.4534246
C9	18	156	Null	13.252437	-0.49478933
F7	6	90	HET	14.443753	0.78025687
D11	6	178	Null	14.563135	-2.6594822
D9	1	135	Null	17.517256	1.2401208
F2	1	111	WT	15.599079	-0.47326207
D3	1	128	WT	14.255278	2.2836607
D1	5	91	WT	14.759041	0.15436856
D8	8	87	HET	16.8407	0.55589235
G9	8	149	Null	15.161627	1.0270028
E9	7	120	Null	16.028753	0.014948733
D11	17	178	Null	14.86474	1.1870384
G10	16	129	Null	16.801489	-0.030560005
C4	6	104	WT	17.085623	2.089499
F1	15	88	WT	15.806522	-1.6738131
F7	4	90	HET	14.491127	1.317704
E5	14	89	HET	14.58112	-2.9557939
F7	1	90	HET	15.899751	-1.3977911
F9	5	149	Null	12.950029	-1.3452016
B3	14	79	WT	16.193502	-0.43315873
E12	10	115	Null	12.604279	-1.0099452
F12	13	125	Null	14.412348	-2.4641838
B11	20	148	Null	15.077647	0.084971584
G7	15	94	HET	14.852822	2.8330157
B6	14	99	HET	15.103871	1.4761263
F10	13	152	Null	14.836426	2.664544
F1	3	88	WT	16.498262	-1.3027072
D9	12	135	Null	15.191499	-1.9729061
C10	18	125	Null	16.635544	-1.9863247
D3	3	128	WT	17.360544	-1.1760291
F8	16	63	HET	11.599533	1.1680367
F9	12	149	Null	13.049244	-0.3705498
F8	4	63	HET	13.78393	2.8030243
F1	12	88	WT	17.068768	0.72152644
G10	6	129	Null	14.944641	-0.5814814
G10	13	129	Null	12.458271	-0.13727638
C9	12	156	Null	16.251703	-0.69416183
E6	3	66	HET	14.572365	0.59792256
C9	12	156	Null	17.435297	-0.4948153
G5	10	61	HET	13.842094	2.1325598
G11	4	129	Null	13.6959505	0.43609208
G11	4	129	Null	14.000853	0.2745725
E12	21	115	Null	14.97931	0.94370234
E9	5	120	Null	14.064349	2.2177956
F6	12	82	HET	16.249277	-0.14746779
B11	21	148	Null	14.135791	0.7430513
C3	19	117	WT	17.690592	0.082859665
G9	20	149	Null	14.183951	2.8174593
E3	13	122	WT	15.352396	-2.087504
C8	20	85	HET	13.942541	2.248149
D2	4	98	WT	12.78016	-1.2722101
F2	1	111	WT	14.756786	-0.18106699
F7	4	90	HET	15.381659	1.7812542
B1	14	79	WT	11.769801	0.68726116
B5	1	101	HET	15.437128	1.3405768
G7	4	94	HET	13.957401	1.5313494
G9	16	149	Null	14.646706	0.5146313
D1	3	91	WT	16.983599	0.838842
F9	16	149	Null	13.791473	2.483625
F10	21	152	Null	14.660907	1.2974198
C3	9	117	WT	13.688638	-0.06269206
B4	14	112	WT	14.286041	-1.0101211
G12	15	121	Null	14.631971	-1.3905175
D9	14	135	Null	14.237212	0.014387563
C1	18	66	WT	16.397549	2.735594
D4	19	102	WT	16.703238	-1.405494
B3	3	79	WT	15.902876	2.8019395
E10	1	132	Null	11.889538	-0.050032098
B10	10	155	Null	16.622347	-1.0463023
C10	16	125	Null	11.7994585	0.93226326
D9	15	135	Null	14.459575	-1.4951876
C10	12	125	Null	12.810949	-1.1782153
B10	15	155	Null	14.779151	1.0427984
G10	18	129	Null	16.47091	-0.6881152
E3	19	122	WT	17.772434	0.9806651
G2	2	125	WT	15.572763	-0.6377195
C6	14	71	HET	16.033182	-1.0081959
C9	1	156	Null	17.208128	0.59371066
E1	6	101	WT	16.790558	0.67686564
G3	11	121	WT	13.765275	-1.9737118
C1	13	66	WT	13.953371	-1.7755603
G3	17	121	WT	14.905896	-1.4304409
D5	4	99	HET	13.5788145	1.3557057
E3	13	122	WT	13.086401	1.27072
B8	3	64	HET	15.588387	-0.9349798
E8	17	59	HET	14.870094	-1.4047891
F3	20	92	WT	13.4081135	-0.6614702
E1	17	101	WT	16.653952	-0.519799
E4	13	86	WT	14.121063	-2.7029343
E7	14	103	HET	11.850799	-0.09424536
E6	11	66	HET	17.310812	-1.0204192
G2	15	125	WT	15.922574	2.1359239
D4	2	102	WT	17.437605	0.6127115
C7	10	100	HET	14.250665	-2.3741953
G12	14	121	Null	14.568228	-0.8672349
G6	15	79	HET	14.637545	-1.1132011
F4	1	94	WT	11.680291	1.1095159
C2	21	137	WT	16.19728	0.52749276
G2	4	125	WT	15.832523	1.1807745
B8	9	64	HET	15.884803	0.6862312
C12	11	119	Null	15.540474	2.5194538
B11	2	148	Null	15.709022	1.9666455
F6	3	82	HET	15.023935	-0.4880466
F10	17	152	Null	14.47675	-1.6689472
G8	11	65	HET	14.809219	1.3100512
F11	11	135	Null	14.493045	-2.578017
G11	18	129	Null	13.558302	1.2653967
D11	8	178	Null	15.441459	0.012023765
G10	18	129	Null	16.670883	-0.666382
E5	9	89	HET	14.412664	-0.42484322
E7	2	103	HET	15.226212	2.81834
F3	7	92	WT	14.773316	-1.7431195
F2	16	111	WT	12.208446	-1.0759962
C7	16	100	HET	14.766239	-2.3300757
G7	4	94	HET	14.337415	-0.45164537
B11	1	148	Null	13.807224	-0.687563
B5	4	101	HET	16.458696	-2.169767
G2	1	125	WT	15.4177475	0.20978582
G2	1	125	WT	11.545199	-1.4248168
B1	5	79	WT	15.334445	1.7100725
G9	2	149	Null	14.825253	1.8924413
G5	21	61	HET	16.082315	-2.6982603
D2	21	98	WT	14.991876	0.29080245
E9	20	120	Null	16.080225	-2.065391
B12	4	148	Null	13.676216	-2.2513885
B6	3	99	HET	13.990439	-1.2988964
D9	9	135	Null	15.704509	-1.94878
C5	1	78	HET	16.350492	-1.900762
B10	1	155	Null	16.369019	-2.1494763
F2	16	111	WT	15.40477	-2.235229
F1	3	88	WT	17.401232	1.3283607
F2	18	111	WT	13.627792	-0.6317637
B12	14	148	Null	13.317379	1.7197661
D12	19	106	Null	12.479342	-1.4787079
B11	20	148	Null	16.260086	-0.26178938
F2	1	111	WT	16.903496	3.5103009
D6	4	76	HET	15.666644	1.0504968
D9	18	135	Null	15.496758	0.06589376
E9	21	120	Null	14.458615	2.475342
D2	18	98	WT	16.308212	1.626034
C2	10	137	WT	13.345204	1.3352568
C2	7	137	WT	15.024272	-3.122365
E11	19	185	Null	15.605716	-1.1572952
F11	17	135	Null	14.184946	-1.7761468
D9	1	135	Null	14.794544	1.0547854
G3	18	121	WT	15.282354	1.100569
D11	12	178	Null	14.487799	2.0058305
F1	13	88	WT	16.503883	2.109062
E10	5	132	Null	15.150822	-1.417517
B10	11	155	Null	16.881681	-1.6470106
B12	20	148	Null	14.419865	2.26355
F9	8	149	Null	14.738972	-0.36598456
G6	17	79	HET	11.621753	1.1757504
E7	3	103	HET	14.882775	2.1678572
D3	2	128	WT	14.835847	2.6163294
G10	17	129	Null	14.138529	-2.6128578
B11	6	148	Null	16.913383	-0.3394315
F10	6	152	Null	15.272814	-2.0372808
G1	3	72	WT	17.563114	0.7699229
F2	10	111	WT	16.866049	1.0079033
B11	17	148	Null	15.916721	2.6283202
B12	6	148	Null	15.682525	-2.3844597
E9	2	120	Null	15.33143	0.26356778
G6	13	79	HET	11.74527	-0.2598441
F7	14	90	HET	16.005276	0.6188188
D6	13	76	HET	16.417242	0.7408869
B3	6	79	WT	17.170307	4.014767
G2	1	125	WT	16.275373	2.6370888
D4	21	102	WT	14.140656	-1.6208581
B9	19	173	Null	15.8098135	1.5503757
C9	10	156	Null	14.898077	1.6626124
C9	11	156	Null	16.077679	-2.5467563
B1	5	79	WT	17.262451	1.5122423
F10	4	152	Null	14.886459	1.3881434
F7	8	90	HET	15.377026	-2.9047344
E3	9	122	WT	15.359262	2.5076344
E10	4	132	Null	14.716614	-1.8755655
E9	8	120	Null	16.246643	-1.6072013
B12	19	148	Null	15.814464	-1.5276066
C6	17	71	HET	13.697338	0.09604507
D6	13	76	HET	14.475087	-1.098924
D11	11	178	Null	15.676423	-2.2822745
B6	18	99	HET	15.017144	0.7024731
G2	10	125	WT	16.982796	3.540557
E11	10	185	Null	11.053637	-1.4929786
B11	5	148	Null	17.222658	0.9487227
B2	16	97	WT	12.940284	-0.07690664
E3	9	122	WT	15.48225	-2.1973312
E2	7	102	WT	13.80932	2.6386323
D9	17	135	Null	14.914081	-1.1526166
F1	10	88	WT	17.56574	-1.3338904
C11	20	154	Null	15.084884	1.0854228
F11	9	135	Null	14.334872	0.29704928
B10	17	155	Null	15.508175	-2.3511138
E10	15	132	Null	13.402143	-0.25839528
B5	21	101	HET	15.157291	1.8436923
C12	19	119	Null	14.284166	1.7111464
G3	16	121	WT	13.412559	-0.17200308
B12	14	148	Null	12.753625	1.821877
C10	15	125	Null	17.079124	-1.3573232
G11	13	129	Null	14.330708	0.69510084
E9	19	120	Null	15.139959	2.5354738
D9	4	135	Null	13.983833	-0.8382992
D9	14	135	Null	16.20758	0.045327485
E2	11	102	WT	14.414491	-0.20613961
E5	15	89	HET	15.238995	-2.012056
E11	19	185	Null	15.70392	2.307201
C6	5	71	HET	15.353098	0.52070993
B2	11	97	WT	16.088318	-2.0706775
C11	7	154	Null	16.32649	0.77112
D8	2	87	HET	17.465057	0.13601224
G4	4	100	WT	13.45124	1.240621
G9	3	149	Null	14.928505	-2.6186042
D11	15	178	Null	14.605564	-2.45426
E12	6	115	Null	17.067951	0.5571448
E7	7	103	HET	12.452656	1.5722812
E3	7	122	WT	16.672405	-0.77694327
D1	4	91	WT	16.883755	-1.8072991
F2	9	111	WT	15.008726	0.9970917
C9	16	156	Null	14.170657	0.98628455
E7	21	103	HET	16.949982	-1.3676368
C12	19	119	Null	13.113815	1.2399096
C3	17	117	WT	15.109512	2.572377
E8	12	59	HET	14.715287	-0.22843859
C4	9	104	WT	17.393738	0.09699573
G12	7	121	Null	13.317674	-0.09932905
D6	7	76	HET	12.426814	1.5312722
D2	3	98	WT	17.015545	-2.1985142
F3	14	92	WT	17.492058	-1.6853896
G6	15	79	HET	16.20657	0.5894504
B1	11	79	WT	14.72425	-0.37758622
D2	9	98	WT	16.567131	1.4316384
C2	4	137	WT	16.968172	1.5440546
F9	15	149	Null	14.984725	-0.7775888
D12	14	106	Null	16.653933	-0.0723761
E9	19	120	Null	13.950886	-2.2334065
D12	12	106	Null	16.126877	2.4029598
F5	21	109	HET	14.317765	1.4570962
E7	2	103	HET	12.32235	1.4117316
G8	3	65	HET	16.363653	2.1037066
D11	1	178	Null	15.726068	-1.8988705
G1	18	72	WT	16.476343	-0.83163077
