Metadata_Well	Metadata_Site	Metadata_number_of_singlecells	Metadata_genotype	UMAP0	UMAP1
F8	8	63	HET	12.341793	1.032693
G8	4	65	HET	14.501103	-0.6096815
C2	11	137	WT	16.870146	-0.9506082
F10	13	152	Null	13.788271	2.7731159
C2	1	137	WT	13.277855	1.4326273
D6	18	76	HET	16.526703	2.677306
F10	7	152	Null	11.9991045	0.6380122
C12	20	119	Null	14.681609	-0.4458864
C2	17	137	WT	17.64882	0.28969598
D6	21	76	HET	15.211763	0.6932321
F2	6	111	WT	12.514407	-0.7384139
C10	12	125	Null	16.500998	2.1257482
B9	1	173	Null	14.714758	-0.79660493
D12	3	106	Null	15.53652	0.8075392
D3	18	128	WT	17.59117	-0.10461149
E1	18	101	WT	15.839036	0.80408275
G4	12	100	WT	14.18218	0.9730357
B12	6	148	Null	17.00172	1.5484986
E7	1	103	HET	15.675757	-2.7755427
B10	2	155	Null	15.135788	-2.841275
B6	10	99	HET	12.95209	-1.9281181
D1	21	91	WT	15.686645	1.1866553
E11	4	185	Null	11.991272	0.6141462
G5	2	61	HET	12.623954	1.0997089
E1	19	101	WT	16.717022	0.4974761
D12	7	106	Null	16.325613	0.338401
G6	6	79	HET	16.297953	1.812618
F1	21	88	WT	13.311988	0.039143387
F7	13	90	HET	14.47728	-1.1876124
E1	11	101	WT	16.983828	0.76004577
G4	20	100	WT	12.734389	-0.44277307
C2	21	137	WT	15.712133	-2.1637874
G10	17	129	Null	15.383157	-2.0486689
G8	11	65	HET	17.107843	-1.3002048
G2	2	125	WT	17.027048	2.5269375
B8	15	64	HET	11.764912	0.854824
G12	2	121	Null	14.818529	-0.57896537
G4	4	100	WT	13.997824	-2.3556182
B4	5	112	WT	17.003702	0.6349282
D10	19	157	Null	14.839057	1.0343804
D3	2	128	WT	11.697388	-1.0195127
F11	11	135	Null	15.4385195	-2.565751
F10	1	152	Null	14.53747	2.0991187
F6	18	82	HET	13.95707	0.4708158
C9	21	156	Null	16.849312	0.92010736
G12	13	121	Null	14.616984	-1.9261125
E4	16	86	WT	12.983842	1.411216
F5	2	109	HET	16.091877	1.4508294
G2	2	125	WT	16.058336	-0.9729891
D12	17	106	Null	13.32267	-0.34374222
F2	20	111	WT	15.221414	0.9504277
C11	20	154	Null	16.207071	-1.9112175
D1	5	91	WT	15.336447	-1.5570354
C10	20	125	Null	14.141391	2.5790334
B10	8	155	Null	11.457131	-1.3016909
F9	3	149	Null	15.6759	0.81981605
B9	6	173	Null	16.446266	0.30548623
C1	2	66	WT	17.273964	-1.7274581
B5	20	101	HET	15.362554	2.2092745
F2	15	111	WT	17.122187	-1.8112248
F9	16	149	Null	13.756434	-2.291647
C9	20	156	Null	17.078814	-0.7339231
G10	6	129	Null	16.811037	-1.9224374
D4	9	102	WT	16.015074	1.6335464
E5	20	89	HET	13.9542465	1.8918657
B12	3	148	Null	17.27789	-0.010618658
C2	10	137	WT	15.66254	-0.20958005
F3	15	92	WT	13.473393	-1.7517613
B3	13	79	WT	16.757048	-2.275982
E9	13	120	Null	14.056763	2.645316
D5	11	99	HET	13.033939	1.0008327
B9	14	173	Null	16.271355	2.5004654
G2	15	125	WT	16.337048	1.1789961
G3	9	121	WT	16.547007	1.1765976
C3	19	117	WT	15.014041	-1.6203216
D10	20	157	Null	14.741139	1.5964056
F5	13	109	HET	17.331327	1.3571119
B1	6	79	WT	14.923286	2.184309
F12	7	125	Null	13.154513	-0.39934644
D4	16	102	WT	14.953942	-0.55627435
F5	1	109	HET	15.368367	-2.0610693
G4	19	100	WT	12.341867	0.9664274
F3	20	92	WT	16.921434	1.5770658
E9	7	120	Null	14.446632	-1.7907015
G5	8	61	HET	13.954749	-2.2203777
E3	7	122	WT	15.864341	-2.2633295
G6	18	79	HET	14.11919	-0.08895978
B12	9	148	Null	14.899604	0.28354108
F2	8	111	WT	16.656681	-2.6427417
G10	13	129	Null	14.607107	2.7639244
F6	16	82	HET	15.899995	0.7620909
C1	10	66	WT	14.822169	-2.8322866
F7	1	90	HET	15.440564	-1.9645945
E3	15	122	WT	16.737692	0.635629
F8	13	63	HET	11.589099	1.1576136
B4	15	112	WT	16.431932	0.6410774
B11	5	148	Null	16.04313	0.040504023
G12	1	121	Null	15.675958	-2.2628443
B6	2	99	HET	16.379547	-1.4909909
B11	5	148	Null	17.495113	1.1060425
G9	10	149	Null	13.313741	-0.61438155
C4	19	104	WT	15.3990755	-1.2620127
G3	1	121	WT	16.153711	0.61392176
G2	7	125	WT	17.375668	0.5600583
B11	5	148	Null	15.15215	-3.2353704
D4	3	102	WT	16.51552	0.17149253
D10	21	157	Null	15.455236	1.1288565
B4	21	112	WT	17.512829	-0.51698124
B1	15	79	WT	15.066458	-2.9680932
D9	15	135	Null	15.06274	-0.65965515
F5	13	109	HET	14.061739	0.6734716
C3	14	117	WT	14.07299	-1.1717296
D4	20	102	WT	15.913374	-2.3367352
D12	18	106	Null	16.74233	-0.5248736
G6	10	79	HET	13.851363	0.8076751
F12	6	125	Null	14.7370825	-0.50181955
E2	21	102	WT	17.50417	1.5376995
F5	13	109	HET	11.740168	1.0379167
F10	20	152	Null	14.248786	-0.5239371
E1	21	101	WT	16.006325	1.0697454
C5	4	78	HET	14.607839	-3.1275978
E5	1	89	HET	14.869344	-2.8244274
G11	9	129	Null	13.891514	-2.075582
D12	16	106	Null	14.848057	-1.1677198
F9	16	149	Null	14.249194	-2.2304711
F4	3	94	WT	17.484394	0.8951383
B12	6	148	Null	11.050958	-1.6595478
D4	19	102	WT	16.169441	-0.34082362
F10	18	152	Null	13.943729	-2.6074944
C12	6	119	Null	14.923289	-0.12094607
F1	3	88	WT	17.383265	1.9518439
E12	13	115	Null	12.446438	1.507185
G2	1	125	WT	13.026409	-0.69068056
D1	13	91	WT	17.21516	-0.25245878
D12	2	106	Null	15.918138	-2.8262503
C9	21	156	Null	16.645355	-2.556045
C7	16	100	HET	15.088934	0.49283624
E7	13	103	HET	13.951567	-1.0626662
G8	1	65	HET	13.866677	0.353707
D12	21	106	Null	12.805927	-1.9516647
E6	2	66	HET	14.279301	0.9557518
C3	9	117	WT	13.284678	-1.1510371
E1	15	101	WT	17.055696	1.0511439
E11	19	185	Null	13.708449	-1.2134165
F5	11	109	HET	12.675503	0.25263005
E11	14	185	Null	15.371542	-2.4966147
B9	8	173	Null	11.010295	-1.6968063
B5	8	101	HET	15.490635	2.3599815
C10	21	125	Null	14.784345	-2.82506
B6	4	99	HET	15.536543	0.07700358
C8	9	85	HET	15.413573	0.43776777
G5	12	61	HET	14.726552	-0.5082221
D12	15	106	Null	15.467309	-1.0502983
C4	13	104	WT	17.189238	-1.5821818
F10	13	152	Null	15.613821	0.5993873
F6	20	82	HET	15.005677	-2.3661509
B11	12	148	Null	14.482447	2.361279
F9	14	149	Null	16.297655	-2.2567973
E9	9	120	Null	15.705876	1.7892288
F5	4	109	HET	14.152523	-0.22721586
B12	6	148	Null	11.165114	-1.6942952
G7	15	94	HET	15.580982	-0.48592412
C10	12	125	Null	15.495206	0.023460649
F2	7	111	WT	17.604927	-1.8825848
F9	12	149	Null	14.775065	-2.2331016
G1	12	72	WT	16.36114	-1.5810188
E6	7	66	HET	17.191622	-0.048763845
F1	18	88	WT	16.629196	2.175785
B7	4	78	HET	15.5182	-3.0882182
F7	12	90	HET	16.793505	-1.8432758
F4	21	94	WT	13.665485	-0.6959819
E12	15	115	Null	16.158972	1.3975087
D2	19	98	WT	13.879389	2.8072064
C3	5	117	WT	14.359795	-2.4364505
B5	7	101	HET	13.669975	-1.6975663
F3	8	92	WT	17.143047	-2.085343
C2	16	137	WT	16.308685	0.7155406
B2	4	97	WT	12.754303	1.4690732
G7	17	94	HET	13.658811	-2.1406858
F12	14	125	Null	14.792202	-0.13613087
D11	17	178	Null	13.840057	2.6317916
B9	6	173	Null	17.742393	0.34712845
G12	7	121	Null	17.351038	-1.1280824
G5	20	61	HET	15.119858	0.83394045
G3	13	121	WT	15.40562	-2.2887876
C9	21	156	Null	14.501536	1.5502284
B9	3	173	Null	15.467639	-2.7610757
B9	3	173	Null	17.074024	0.4574658
E4	5	86	WT	17.14519	-2.038294
F5	1	109	HET	15.007747	1.0679811
C3	14	117	WT	11.166742	-1.3863938
B12	12	148	Null	16.309603	-1.939726
E9	5	120	Null	14.891194	-2.7346976
D5	15	99	HET	13.862085	-1.5640684
C9	6	156	Null	16.264973	-1.9842447
E4	17	86	WT	16.727139	2.3925974
C8	7	85	HET	16.097054	-1.6265603
E8	12	59	HET	17.109188	-1.607298
B1	4	79	WT	17.152082	-1.7684512
B4	16	112	WT	16.812187	1.2513914
B9	8	173	Null	17.077421	-1.8362874
F7	16	90	HET	12.690886	0.59694535
E10	21	132	Null	17.168144	-1.7476517
B6	13	99	HET	15.7269945	-2.6317267
C9	12	156	Null	14.899164	0.66784126
G11	7	129	Null	12.722607	1.342408
D9	1	135	Null	16.024609	0.07422625
E4	19	86	WT	15.05655	1.6702987
F8	20	63	HET	15.374853	1.850272
B11	6	148	Null	17.090067	2.1404996
G7	7	94	HET	15.7853565	-0.39156166
F10	8	152	Null	16.5726	0.5122728
B12	13	148	Null	11.269261	-1.0024693
G12	2	121	Null	15.46246	-0.98043704
F11	21	135	Null	15.308213	2.5245361
C2	11	137	WT	13.788485	0.3292549
D9	4	135	Null	16.690311	0.72948086
G5	16	61	HET	11.721745	-0.26809636
C2	21	137	WT	15.977877	-1.698367
B4	14	112	WT	13.137546	-1.1301694
D5	19	99	HET	13.98761	-1.1273259
B11	18	148	Null	15.70846	2.7936287
D3	9	128	WT	16.417969	-2.6109405
D9	6	135	Null	15.763838	-1.6223556
D11	4	178	Null	16.407475	1.2161905
E11	15	185	Null	13.90099	2.4512038
C11	14	154	Null	17.225567	1.3028005
G2	9	125	WT	16.418682	0.3850681
E12	4	115	Null	15.071104	2.6222801
F11	21	135	Null	15.124411	-0.5350561
D7	17	83	HET	13.91851	-2.0380135
B10	20	155	Null	15.051701	0.6854602
E10	15	132	Null	14.841283	1.6154022
B2	5	97	WT	16.454853	0.831299
E4	18	86	WT	14.306552	2.0754373
B6	16	99	HET	15.658885	2.511171
D8	9	87	HET	14.003207	1.6932108
E5	19	89	HET	13.279806	0.80791813
C8	19	85	HET	15.196013	-2.6128528
B9	13	173	Null	14.355252	2.1098082
F6	6	82	HET	16.416273	-0.34329388
F2	16	111	WT	17.005348	-0.73128384
C10	4	125	Null	11.040653	-1.4790312
D2	1	98	WT	14.096649	2.6513932
D10	16	157	Null	13.9336605	1.7899563
E12	21	115	Null	15.989303	1.6923419
G8	1	65	HET	14.06551	0.015517712
C2	10	137	WT	17.032326	1.5411075
D11	7	178	Null	15.278576	-0.21196963
B11	19	148	Null	13.298913	0.56751657
C12	3	119	Null	17.119745	1.9812075
C4	16	104	WT	16.70111	-0.6711016
B2	13	97	WT	13.529617	-1.0600386
F1	12	88	WT	16.582806	-2.110562
F12	20	125	Null	16.71721	0.7882833
D2	18	98	WT	15.876257	-1.6281856
D9	7	135	Null	16.717089	-1.4402195
C8	18	85	HET	15.231302	0.22696859
E12	12	115	Null	15.24215	-0.74516445
D10	5	157	Null	16.943193	0.25417134
D11	20	178	Null	14.011666	-2.2149355
B5	4	101	HET	14.430926	0.4832865
G2	2	125	WT	16.564827	-2.1671717
E9	3	120	Null	14.518672	-2.8854487
G1	18	72	WT	17.790081	0.9355286
F9	19	149	Null	14.550104	-2.0317929
D9	18	135	Null	14.965284	-2.2909565
C4	18	104	WT	14.304793	2.5528207
C12	5	119	Null	15.641316	-0.1716395
C3	3	117	WT	15.440225	-1.3928325
E10	10	132	Null	16.873976	1.6295036
C2	13	137	WT	16.702065	0.9295516
G3	2	121	WT	16.089819	0.5933679
B11	11	148	Null	12.363527	-1.1182649
F11	15	135	Null	13.91869	2.4122698
C5	17	78	HET	12.014928	-0.2745319
G2	13	125	WT	17.30373	0.51626056
E9	4	120	Null	15.801649	-1.3413029
C3	20	117	WT	14.122204	0.008841753
F8	21	63	HET	14.668081	0.6633915
E7	17	103	HET	13.73501	0.42983294
F9	4	149	Null	15.545709	-0.89973766
E8	3	59	HET	14.994421	-0.5607102
D2	10	98	WT	13.560865	0.7117657
B9	5	173	Null	16.50038	1.4325864
D10	2	157	Null	15.026089	1.1588025
E9	12	120	Null	15.323729	-1.3770258
F10	5	152	Null	15.9033575	1.610936
F12	10	125	Null	16.493086	0.99401706
G3	9	121	WT	16.533894	-0.41261503
G10	9	129	Null	13.915041	0.44565657
D10	19	157	Null	14.538409	2.9595706
E1	17	101	WT	13.317678	0.18080665
E12	13	115	Null	13.699395	2.0595708
C7	2	100	HET	17.50509	-1.6735982
B11	1	148	Null	13.604578	-2.1721559
B10	13	155	Null	14.771797	-0.68384737
C9	5	156	Null	14.4215355	2.522755
C8	8	85	HET	14.974443	-2.9541051
C1	11	66	WT	16.1114	-2.6701996
G11	8	129	Null	14.838915	2.6805403
E12	18	115	Null	16.685019	1.4211005
G7	13	94	HET	16.834454	-1.0876857
D2	13	98	WT	16.150797	-0.43507355
B10	12	155	Null	15.793694	-2.2070162
D1	10	91	WT	16.826508	-1.5743679
C10	16	125	Null	15.912704	2.1341891
B11	3	148	Null	17.020826	-2.2726972
F4	3	94	WT	17.673344	-0.4554373
C7	4	100	HET	16.609001	-1.836787
G11	8	129	Null	15.797503	-0.35658565
E8	4	59	HET	16.748167	-0.19708802
D3	13	128	WT	13.572495	-0.9567426
B2	21	97	WT	14.974867	2.172662
F5	9	109	HET	16.276451	-2.2068188
E6	7	66	HET	12.610674	-0.9192607
E4	21	86	WT	16.147697	-2.3225913
G9	11	149	Null	13.853185	0.143106
B6	7	99	HET	11.062195	-1.0113173
C12	1	119	Null	13.126371	-0.48027146
D10	1	157	Null	14.763502	1.7229279
D7	16	83	HET	11.602948	-0.9169538
E9	1	120	Null	11.162524	-1.2229
F11	2	135	Null	14.691135	-0.93049
G3	4	121	WT	15.952582	1.9629717
F12	1	125	Null	15.194761	0.6766687
D11	16	178	Null	12.083202	1.5492398
E6	15	66	HET	12.9207535	-1.1891859
E1	11	101	WT	15.751142	2.5651479
F11	21	135	Null	14.139945	-0.17346364
E12	14	115	Null	14.054926	-2.3723109
B6	21	99	HET	15.456403	3.0997984
D3	11	128	WT	16.579765	2.7285151
D3	5	128	WT	13.411249	-0.8573199
B4	12	112	WT	15.533964	2.4970467
D11	12	178	Null	15.874325	-2.1342707
G6	8	79	HET	16.70731	-1.9105484
E2	10	102	WT	16.033758	1.7584097
E2	8	102	WT	15.987987	-1.7754375
B9	8	173	Null	17.4031	-0.041772455
F11	15	135	Null	15.150255	2.741755
E10	17	132	Null	12.009476	-1.5666815
F5	16	109	HET	14.836015	-2.8426619
C9	17	156	Null	15.453078	1.8313973
B10	19	155	Null	13.898853	-0.20624563
C9	12	156	Null	16.24672	2.2890723
E8	18	59	HET	15.035621	0.78760743
B4	21	112	WT	14.519933	2.6768954
D2	3	98	WT	16.973478	0.013768265
E4	8	86	WT	16.52263	2.6716821
E9	5	120	Null	15.86935	-0.112165175
G4	17	100	WT	14.956569	-0.22276896
D8	12	87	HET	17.155954	3.9820619
G2	2	125	WT	16.120794	-0.27451944
E7	17	103	HET	15.451897	1.9881791
E11	8	185	Null	13.000639	-0.7913328
C10	1	125	Null	16.59203	1.0942943
D9	9	135	Null	16.261692	1.5102761
F10	15	152	Null	14.837024	0.9890933
C4	16	104	WT	16.849848	1.0209427
B4	20	112	WT	15.694531	-1.2655617
D4	12	102	WT	16.563482	1.3186514
D11	19	178	Null	15.475623	1.7274029
E7	7	103	HET	16.032398	-2.5349112
C2	11	137	WT	13.863455	2.8636026
D9	20	135	Null	14.57356	2.8524978
C8	11	85	HET	16.42944	2.5291402
C1	10	66	WT	15.0494995	-2.300674
D5	7	99	HET	16.252232	-2.4761095
F11	3	135	Null	15.26032	1.9983633
B7	6	78	HET	14.633292	-2.998533
F7	16	90	HET	13.1547985	0.5272135
G4	4	100	WT	13.883257	0.90129477
E8	2	59	HET	13.836711	2.4596858
F4	2	94	WT	15.494249	-1.1854322
C7	7	100	HET	15.411968	-2.8710363
D12	3	106	Null	14.51421	1.3666903
C12	19	119	Null	13.791929	0.9120353
D9	6	135	Null	17.561134	-0.6012489
B10	7	155	Null	13.45059	-1.1196578
D11	15	178	Null	16.581942	-2.2421384
F6	10	82	HET	12.640657	1.5231061
F10	19	152	Null	13.742374	-0.15039909
B12	19	148	Null	11.71837	-0.9402708
E6	15	66	HET	12.707552	0.46498993
G5	12	61	HET	14.113512	-0.52720934
D1	1	91	WT	15.708914	1.1411834
F7	5	90	HET	14.398742	0.6252089
F1	9	88	WT	15.253269	2.3517876
B1	1	79	WT	15.966987	0.7970023
D2	1	98	WT	14.397904	-2.086336
B4	10	112	WT	14.769604	-2.958508
G1	1	72	WT	17.059845	3.7801437
G9	13	149	Null	13.403525	1.3579018
B11	4	148	Null	12.33228	-0.8954962
E2	13	102	WT	16.131815	-0.7139923
G11	11	129	Null	15.316968	0.80304396
B10	20	155	Null	15.4033	0.9922417
E3	13	122	WT	16.84158	1.646174
E10	10	132	Null	14.308107	-1.7662944
B5	7	101	HET	14.177414	2.467818
F12	8	125	Null	14.685806	2.3789093
E4	17	86	WT	16.529684	-0.40015718
D11	13	178	Null	11.787595	0.9031955
E4	8	86	WT	13.364401	-0.64447635
G4	1	100	WT	14.426691	1.451669
F10	14	152	Null	15.984337	1.7288038
B2	11	97	WT	15.360991	-0.78995574
G9	16	149	Null	15.7261915	2.2611444
G9	7	149	Null	12.60802	0.0062073343
F9	20	149	Null	16.675611	-0.9749427
E8	16	59	HET	15.355585	-2.3579023
F2	4	111	WT	17.352922	0.6674451
F9	19	149	Null	11.928689	1.0349802
E10	12	132	Null	16.011057	-1.7904537
B10	12	155	Null	15.7917795	2.6355045
D8	14	87	HET	17.546417	-0.37625244
D9	1	135	Null	13.567119	0.46190143
C10	6	125	Null	16.326145	2.0730696
B10	3	155	Null	16.646704	0.48509696
C11	16	154	Null	11.07607	-1.0132993
C9	15	156	Null	14.811515	2.3594363
G6	16	79	HET	12.486773	1.0597689
D8	10	87	HET	14.435319	-2.3823733
F2	13	111	WT	16.509295	2.6314378
E6	3	66	HET	16.646318	1.9649609
F11	17	135	Null	15.479293	1.9576185
F2	5	111	WT	17.616943	-1.2373472
B11	18	148	Null	15.462544	2.9874775
G9	16	149	Null	14.394166	-0.47507828
C2	12	137	WT	15.80386	1.3364339
D12	3	106	Null	15.370868	-2.5482903
F11	12	135	Null	14.998171	0.45942444
D8	8	87	HET	13.230177	-0.6996665
B9	3	173	Null	16.964087	-1.7110587
E2	13	102	WT	15.49598	2.5042396
G6	16	79	HET	13.831959	-2.70177
F3	19	92	WT	15.16976	-0.2308878
F5	14	109	HET	15.570704	-1.8214439
E5	8	89	HET	15.090943	-3.1034935
C4	1	104	WT	15.36419	-2.9144285
D6	3	76	HET	15.911715	-1.7055647
G5	5	61	HET	12.055074	0.76525193
B9	6	173	Null	16.688921	2.0291626
G12	12	121	Null	14.780603	-0.17078193
E7	7	103	HET	16.304747	-1.1872
E6	5	66	HET	16.675076	1.2863021
F7	20	90	HET	15.425685	-2.5321102
E12	1	115	Null	14.579634	1.1317396
B11	8	148	Null	17.578352	-1.0102979
C11	9	154	Null	14.792658	-0.32312283
D11	15	178	Null	14.379043	-3.0325
F6	1	82	HET	13.630769	-1.5444629
B3	20	79	WT	15.008402	2.2023323
E10	10	132	Null	15.821008	2.2927897
G10	4	129	Null	13.965368	-1.0920392
F9	19	149	Null	16.39248	-1.5751841
C6	2	71	HET	14.3335495	0.49925885
B2	3	97	WT	17.331875	-0.5772367
G3	19	121	WT	14.593696	-2.042473
C11	19	154	Null	13.476134	-0.37813276
G4	21	100	WT	14.369939	-2.0625918
F6	12	82	HET	16.219042	-1.1751754
E9	20	120	Null	12.726382	0.36917093
D3	15	128	WT	16.131678	1.4836597
C9	17	156	Null	15.598351	1.3121572
B6	16	99	HET	13.900955	-1.8759332
G10	20	129	Null	16.543623	1.4860913
E11	7	185	Null	11.298178	-1.4903462
G5	17	61	HET	12.765566	0.20483859
E1	2	101	WT	15.913791	-0.59805804
F10	18	152	Null	13.861101	-0.30715376
D12	18	106	Null	14.302585	-1.0875039
E9	1	120	Null	15.348462	1.805585
C12	20	119	Null	15.936176	-2.1984687
C1	3	66	WT	16.820023	1.0789526
B7	3	78	HET	16.074337	1.2424971
B12	6	148	Null	16.651155	-2.602629
B10	5	155	Null	14.126077	-2.4015706
D6	21	76	HET	14.248976	2.6759825
D10	15	157	Null	16.442848	2.62377
F5	13	109	HET	14.553375	1.1104857
C5	6	78	HET	16.572014	-1.5585891
B9	14	173	Null	16.054422	-2.5384417
E6	2	66	HET	16.304081	-2.1415408
C2	2	137	WT	15.435852	2.2450745
E6	6	66	HET	15.735668	-0.45002547
C2	13	137	WT	14.043111	-2.5157864
C7	11	100	HET	16.002312	-2.2340693
B11	14	148	Null	14.651988	1.4645082
B10	11	155	Null	15.437289	-2.6630518
B10	8	155	Null	16.704243	2.3901772
G3	11	121	WT	15.906089	1.8960172
E9	19	120	Null	12.620744	0.8012733
B3	15	79	WT	16.06937	-0.36960497
C5	2	78	HET	14.852942	-1.5069939
F10	20	152	Null	15.215085	-1.5500307
F9	19	149	Null	11.902887	0.934842
D10	3	157	Null	17.447063	-0.23242146
D11	3	178	Null	15.627806	2.4159188
G1	3	72	WT	16.836866	2.287107
F7	5	90	HET	16.385105	0.57866883
G12	9	121	Null	16.728214	0.14853428
C8	11	85	HET	16.80381	-1.6405509
C2	14	137	WT	16.501633	-1.1452571
F5	10	109	HET	13.867548	-2.7643785
F5	19	109	HET	13.146902	2.5616035
E6	13	66	HET	14.121458	-2.146295
F11	1	135	Null	13.2907505	0.4265857
D11	5	178	Null	17.05558	0.55988586
G2	10	125	WT	12.35225	1.4741049
F10	1	152	Null	15.879808	1.3227255
D3	10	128	WT	14.476377	2.0704937
D6	1	76	HET	11.059555	-0.99611634
F9	8	149	Null	16.486826	-0.4272639
E12	5	115	Null	16.645304	0.59597343
F3	15	92	WT	16.26216	-2.1098728
D7	12	83	HET	16.112768	1.6404489
G10	13	129	Null	14.075475	-3.0184178
G3	2	121	WT	14.042685	-2.2237823
E12	7	115	Null	14.98591	-0.16784132
B10	2	155	Null	13.658905	0.1352782
C9	14	156	Null	11.0587225	-1.6318601
G8	16	65	HET	13.6702	-2.4894154
B6	12	99	HET	14.260915	-0.14984183
G7	1	94	HET	16.023123	1.8909686
C4	10	104	WT	17.227146	-1.7467289
E1	13	101	WT	11.372432	-1.2267425
C2	6	137	WT	15.91985	-1.7536303
E3	9	122	WT	16.735855	0.6866695
B8	7	64	HET	15.672285	-0.94931257
F5	21	109	HET	15.127317	-3.1171956
C8	2	85	HET	16.94183	-2.0430999
C7	14	100	HET	15.325462	-3.1871035
E4	16	86	WT	17.08331	0.07981902
B12	17	148	Null	14.372684	1.0352973
B1	4	79	WT	12.514866	-0.98096985
B9	11	173	Null	15.794334	2.6829767
E3	7	122	WT	13.078396	1.3497633
C3	19	117	WT	15.028802	0.52059376
E12	3	115	Null	16.435816	-1.2470086
C10	9	125	Null	17.097364	-0.49735653
F3	2	92	WT	15.895287	-1.7452214
F12	13	125	Null	14.446181	0.047256906
G5	5	61	HET	14.401529	-0.19708236
B10	3	155	Null	15.621207	-1.8291261
D10	19	157	Null	13.258535	-0.70700437
B11	21	148	Null	13.873232	0.86052835
G9	17	149	Null	14.971685	-1.7729946
F3	1	92	WT	13.722334	2.5155644
F1	1	88	WT	17.497269	0.6555812
D6	11	76	HET	15.076685	-1.8497077
F8	9	63	HET	15.768413	0.650403
F2	13	111	WT	16.678995	-0.9267774
D10	1	157	Null	16.74154	-1.044052
E1	16	101	WT	15.487355	-1.0061395
E12	18	115	Null	15.471278	1.300075
B9	8	173	Null	15.485729	-1.1286753
E1	5	101	WT	13.427688	-1.8383162
G3	17	121	WT	15.175607	-1.7825582
D3	5	128	WT	12.802827	-1.0923007
D7	8	83	HET	15.19253	1.4333813
E11	17	185	Null	15.273239	-2.483802
F4	4	94	WT	13.8103	1.1967806
C4	10	104	WT	17.337246	-1.2711836
C2	14	137	WT	14.506539	2.579878
B11	16	148	Null	14.9372835	1.0340164
D3	15	128	WT	15.971076	0.17405027
E1	6	101	WT	16.823944	1.9114494
B6	17	99	HET	15.717177	-0.65905637
D2	1	98	WT	14.239793	-2.7874882
G12	20	121	Null	16.780085	0.1692834
C6	19	71	HET	16.183924	2.3882148
C4	5	104	WT	16.776966	-0.96379983
E6	7	66	HET	16.058464	1.8393029
E11	3	185	Null	15.056872	0.40868226
B10	3	155	Null	14.874653	1.1057931
D11	12	178	Null	16.326012	-1.0523009
C9	3	156	Null	14.572782	-0.16529062
F7	6	90	HET	13.841409	-0.025577156
B4	21	112	WT	17.463245	-0.11780998
F7	20	90	HET	15.156921	3.0209904
G11	17	129	Null	13.633118	2.1972332
D2	4	98	WT	16.246944	-2.7183301
D10	8	157	Null	15.683191	-1.6355673
D10	21	157	Null	14.744971	0.7947778
C9	6	156	Null	14.412704	-0.18049815
C10	3	125	Null	16.98651	-2.1489763
G6	17	79	HET	14.730506	0.5667427
B3	20	79	WT	14.769504	1.9154712
G9	4	149	Null	15.865406	-0.14138442
G9	12	149	Null	17.784824	-0.47349116
D3	11	128	WT	15.385104	0.3292195
C11	21	154	Null	16.014608	0.6729848
E6	21	66	HET	14.109611	1.0828859
B7	16	78	HET	15.69762	2.7571108
G3	10	121	WT	13.926576	-2.0111036
C3	13	117	WT	14.149226	-1.8782915
D11	10	178	Null	15.765309	-2.4954333
E8	21	59	HET	14.999154	-2.6920686
D8	11	87	HET	16.69491	-1.3219528
B2	13	97	WT	14.939211	-3.2447379
C1	10	66	WT	11.091178	-1.22458
D11	13	178	Null	14.619383	-2.4066176
B11	21	148	Null	14.979025	0.83482456
G9	9	149	Null	14.184755	-2.6699681
F11	5	135	Null	13.213722	-0.08522326
F1	4	88	WT	14.9737215	2.85344
G12	2	121	Null	12.815623	-0.44382995
B4	19	112	WT	13.917894	0.43164274
G1	1	72	WT	15.8611355	2.3214524
B3	3	79	WT	17.572672	0.60896623
B1	14	79	WT	15.457048	-1.223657
D12	16	106	Null	14.613053	1.7566066
E8	16	59	HET	14.197559	-1.3712561
C9	17	156	Null	14.71744	-1.1838852
B5	17	101	HET	16.136784	2.0497227
F3	1	92	WT	16.058762	-3.0294747
F4	18	94	WT	16.692072	0.8758342
D2	2	98	WT	11.419375	-1.349453
G9	20	149	Null	14.329301	-0.2802825
F11	16	135	Null	12.674947	1.1287874
G12	1	121	Null	15.76308	0.62125623
D9	9	135	Null	17.402948	0.6100615
D6	10	76	HET	13.8358345	2.0888426
C11	10	154	Null	14.232526	0.7074987
F6	5	82	HET	15.908805	1.240839
F2	2	111	WT	16.431108	-1.5007764
B9	16	173	Null	15.618433	0.8851018
D8	4	87	HET	16.019123	-0.53945094
D9	5	135	Null	12.33757	1.7074893
C8	21	85	HET	12.219922	-0.79188955
B4	8	112	WT	15.495865	-2.169337
D7	7	83	HET	12.1333	-0.9053561
D12	17	106	Null	12.97269	0.06801095
D6	19	76	HET	13.046368	0.1631636
F11	10	135	Null	12.109151	1.3655723
E5	12	89	HET	16.067188	-1.4510465
C12	9	119	Null	17.281572	-1.0095223
G12	9	121	Null	16.502897	0.7331914
D9	19	135	Null	15.032329	-0.03402627
D11	4	178	Null	16.50474	-1.4002464
B6	10	99	HET	15.5658045	-2.5730028
C9	18	156	Null	13.8159895	-2.3901198
B9	13	173	Null	13.431754	1.6004845
G2	20	125	WT	17.275305	-1.3419499
D9	1	135	Null	14.9762745	1.0506881
B10	8	155	Null	14.673722	1.410097
D4	8	102	WT	17.499947	-0.33248115
B8	14	64	HET	16.468231	-2.4916074
