Metadata_Well	Metadata_Site	Metadata_number_of_singlecells	Metadata_genotype	Metadata_Plate	UMAP0	UMAP1
B6	24	93	WT	Plate_6_filtered	11.4993105	1.5327104
B10	16	124	WT	Plate_6_filtered	10.307102	0.73593336
E4	19	131	WT	Plate_6_filtered	8.4786415	5.523226
E2	11	141	WT	Plate_6_filtered	8.771471	7.0923753
G3	29	123	Null	Plate_6_filtered	9.388877	6.0673337
B7	34	102	WT	Plate_6_filtered	12.053131	1.7453604
E3	13	161	WT	Plate_6_filtered	8.831097	3.3923795
E2	14	141	WT	Plate_6_filtered	8.609582	4.1748357
G11	4	114	Null	Plate_6_filtered	10.663728	6.046981
B10	36	124	WT	Plate_6_filtered	8.63196	7.3536644
G2	18	114	Null	Plate_6_filtered	8.515257	2.7860856
G7	32	128	Null	Plate_6_filtered	10.2257185	5.379727
E2	17	141	WT	Plate_6_filtered	10.337404	5.3464
E5	15	172	WT	Plate_6_filtered	8.886128	5.669307
G11	17	114	Null	Plate_6_filtered	9.31037	4.285656
E10	16	224	WT	Plate_6_filtered	10.371585	5.017276
E11	15	232	WT	Plate_6_filtered	8.471129	1.6858549
B6	24	93	WT	Plate_6_filtered	10.404618	3.956553
E9	27	251	WT	Plate_6_filtered	10.385774	2.3236666
B10	15	124	WT	Plate_6_filtered	10.803749	0.8494598
B11	17	122	WT	Plate_6_filtered	12.444437	2.1806352
D9	32	74	Null	Plate_6_filtered	11.840594	2.428733
E3	15	161	WT	Plate_6_filtered	6.0656314	4.2361884
G5	2	131	Null	Plate_6_filtered	7.491956	4.357135
G5	17	131	Null	Plate_6_filtered	6.0176907	1.407691
B6	21	93	WT	Plate_6_filtered	8.623195	1.459785
E11	27	232	WT	Plate_6_filtered	7.476416	1.2240121
B9	5	135	WT	Plate_6_filtered	10.354338	3.8455708
E9	21	251	WT	Plate_6_filtered	9.405251	6.367393
