Metadata_Well	Metadata_Site	Metadata_number_of_singlecells	Metadata_genotype	Metadata_Plate	UMAP0	UMAP1
B3	10	116	WT	Plate_6_filtered	8.631855	4.954419
G8	5	132	Null	Plate_6_filtered	5.6817036	3.1116455
E5	33	172	WT	Plate_6_filtered	4.7368765	2.6441143
G8	33	132	Null	Plate_6_filtered	5.625246	7.864347
B2	2	129	WT	Plate_6_filtered	8.150915	4.075218
D5	13	50	Null	Plate_6_filtered	8.478749	3.3211484
D11	17	67	Null	Plate_6_filtered	9.83119	3.586587
E11	3	232	WT	Plate_6_filtered	5.253493	3.6295846
E3	7	161	WT	Plate_6_filtered	5.277782	6.1305504
G6	10	133	Null	Plate_6_filtered	7.1214333	5.9513392
B3	23	116	WT	Plate_6_filtered	9.160563	3.2015097
D11	36	67	Null	Plate_6_filtered	9.11031	4.310387
E9	33	251	WT	Plate_6_filtered	5.4465785	4.5993376
B11	27	122	WT	Plate_6_filtered	8.93847	5.846225
G6	29	133	Null	Plate_6_filtered	3.8481941	5.888105
G5	7	131	Null	Plate_6_filtered	2.7249286	4.167966
E11	28	232	WT	Plate_6_filtered	2.7318578	4.0843697
G8	2	132	Null	Plate_6_filtered	4.5613203	3.1192262
E10	16	224	WT	Plate_6_filtered	6.2762823	7.437096
B11	29	122	WT	Plate_6_filtered	9.901816	2.9150777
G6	26	133	Null	Plate_6_filtered	4.114091	2.6126018
E6	28	144	WT	Plate_6_filtered	5.490021	5.6378736
G3	1	123	Null	Plate_6_filtered	5.7774954	5.2153006
G11	31	114	Null	Plate_6_filtered	5.6977262	6.546098
E6	3	144	WT	Plate_6_filtered	5.429985	5.751773
D9	4	74	Null	Plate_6_filtered	8.092196	4.6843204
B3	27	116	WT	Plate_6_filtered	9.103735	4.543508
E10	20	224	WT	Plate_6_filtered	5.956999	8.178694
B2	4	129	WT	Plate_6_filtered	9.8830805	5.361924
D4	22	40	Null	Plate_6_filtered	8.100886	4.3564873
E9	36	251	WT	Plate_6_filtered	5.5746636	3.7836204
G8	32	132	Null	Plate_6_filtered	6.0502725	7.988976
B11	23	122	WT	Plate_6_filtered	9.951517	5.7272034
E10	21	224	WT	Plate_6_filtered	5.8349433	4.09124
E9	27	251	WT	Plate_6_filtered	5.4708815	3.900229
D6	19	54	Null	Plate_6_filtered	8.004335	4.619602
E5	29	172	WT	Plate_6_filtered	3.9159765	2.6667185
G8	24	132	Null	Plate_6_filtered	5.7885737	3.4465566
E6	1	144	WT	Plate_6_filtered	3.4037359	3.4124646
E3	29	161	WT	Plate_6_filtered	4.6370463	7.3803945
B4	12	88	WT	Plate_6_filtered	9.087767	2.8245363
G4	4	109	Null	Plate_6_filtered	3.9969997	5.9636383
G11	16	114	Null	Plate_6_filtered	5.1231904	3.3177683
E8	36	215	WT	Plate_6_filtered	6.551025	6.7144337
G2	10	114	Null	Plate_6_filtered	5.179386	3.0026515
E10	10	224	WT	Plate_6_filtered	6.267679	3.6185384
B5	27	91	WT	Plate_6_filtered	9.129126	2.7350948
E9	8	251	WT	Plate_6_filtered	6.2507195	6.1960106
G4	23	109	Null	Plate_6_filtered	6.39266	5.4553046
B7	29	102	WT	Plate_6_filtered	9.043688	3.2735603
E9	28	251	WT	Plate_6_filtered	5.933901	3.5501823
B4	5	88	WT	Plate_6_filtered	8.260104	4.9086213
G5	35	131	Null	Plate_6_filtered	4.652798	3.4194448
B10	36	124	WT	Plate_6_filtered	10.0668335	4.239877
E3	36	161	WT	Plate_6_filtered	4.6978283	7.6114063
E2	20	141	WT	Plate_6_filtered	3.9691699	7.0621233
E3	16	161	WT	Plate_6_filtered	5.570122	6.4007707
B5	29	91	WT	Plate_6_filtered	9.006119	2.9807115
G6	11	133	Null	Plate_6_filtered	4.184304	2.6704342
B11	12	122	WT	Plate_6_filtered	10.248492	3.4524944
D9	17	74	Null	Plate_6_filtered	10.585135	4.176143
G10	34	88	Null	Plate_6_filtered	2.6140082	4.263844
G4	29	109	Null	Plate_6_filtered	6.556353	3.4081278
E9	14	251	WT	Plate_6_filtered	6.401284	6.5207973
E6	25	144	WT	Plate_6_filtered	3.8308651	4.7813478
G10	25	88	Null	Plate_6_filtered	6.746895	5.0853744
G10	3	88	Null	Plate_6_filtered	4.2370467	4.738955
G7	2	128	Null	Plate_6_filtered	4.5408225	3.218614
B4	35	88	WT	Plate_6_filtered	10.449269	4.464058
B8	35	92	WT	Plate_6_filtered	9.238948	4.7625575
B4	29	88	WT	Plate_6_filtered	9.228388	6.102515
G8	33	132	Null	Plate_6_filtered	6.680452	6.319758
G3	4	123	Null	Plate_6_filtered	3.796054	6.3566027
G3	8	123	Null	Plate_6_filtered	5.9840555	2.856642
D11	25	67	Null	Plate_6_filtered	8.937392	4.6232033
D11	26	67	Null	Plate_6_filtered	8.299245	3.7093313
E9	35	251	WT	Plate_6_filtered	3.4552705	4.612357
G10	5	88	Null	Plate_6_filtered	6.09248	6.309093
G11	30	114	Null	Plate_6_filtered	5.049902	2.7234805
E11	12	232	WT	Plate_6_filtered	3.9466443	2.846735
B8	6	92	WT	Plate_6_filtered	9.240914	5.2872734
B6	17	93	WT	Plate_6_filtered	8.233248	4.7287188
D8	24	62	Null	Plate_6_filtered	9.72995	4.8619266
D3	27	55	Null	Plate_6_filtered	8.033857	2.9780176
E6	13	144	WT	Plate_6_filtered	5.8304057	7.508371
B3	21	116	WT	Plate_6_filtered	10.026691	3.4156675
B6	22	93	WT	Plate_6_filtered	9.462641	3.1207366
G3	34	123	Null	Plate_6_filtered	3.424481	5.2353263
E5	17	172	WT	Plate_6_filtered	3.5858037	2.834354
B2	22	129	WT	Plate_6_filtered	9.74868	3.917263
E6	21	144	WT	Plate_6_filtered	6.691822	4.25396
E10	29	224	WT	Plate_6_filtered	6.760622	7.0322566
D3	13	55	Null	Plate_6_filtered	8.638493	3.8752666
E9	1	251	WT	Plate_6_filtered	5.195786	6.283106
D3	35	55	Null	Plate_6_filtered	4.592618	3.4301443
G5	18	131	Null	Plate_6_filtered	6.1566143	2.9292536
G8	10	132	Null	Plate_6_filtered	6.2455034	7.0156837
E6	24	144	WT	Plate_6_filtered	4.8020782	4.4552684
E3	4	161	WT	Plate_6_filtered	5.3616376	1.9272399
E9	16	251	WT	Plate_6_filtered	6.215451	8.605733
G4	11	109	Null	Plate_6_filtered	4.91095	2.7926867
B10	12	124	WT	Plate_6_filtered	10.082728	4.6845727
B7	28	102	WT	Plate_6_filtered	9.876456	4.2391467
G8	35	132	Null	Plate_6_filtered	5.344576	1.7890712
E11	16	232	WT	Plate_6_filtered	6.4060845	6.0796185
G4	24	109	Null	Plate_6_filtered	4.8812075	3.2255993
B11	2	122	WT	Plate_6_filtered	10.357418	3.4386137
E8	1	215	WT	Plate_6_filtered	6.466895	8.140555
E9	4	251	WT	Plate_6_filtered	6.855719	5.5136795
E11	34	232	WT	Plate_6_filtered	5.345195	6.5987215
E9	32	251	WT	Plate_6_filtered	5.123164	7.184846
E7	21	194	WT	Plate_6_filtered	7.047162	7.9045734
E3	18	161	WT	Plate_6_filtered	5.0906153	2.9705803
B9	23	135	WT	Plate_6_filtered	10.516068	5.2577257
B7	10	102	WT	Plate_6_filtered	9.255724	6.210544
G4	1	109	Null	Plate_6_filtered	5.623665	8.040144
B9	16	135	WT	Plate_6_filtered	9.756048	2.8586533
E7	19	194	WT	Plate_6_filtered	3.6427786	3.1771894
B9	34	135	WT	Plate_6_filtered	9.433215	3.4394507
E11	26	232	WT	Plate_6_filtered	3.9430838	5.085059
D7	18	68	Null	Plate_6_filtered	10.595063	4.570825
E5	11	172	WT	Plate_6_filtered	4.7205477	4.2390065
E10	25	224	WT	Plate_6_filtered	5.2407627	4.901901
E2	17	141	WT	Plate_6_filtered	6.372843	4.0305176
E7	29	194	WT	Plate_6_filtered	6.2383385	6.1130958
G6	29	133	Null	Plate_6_filtered	6.407985	7.5693183
E7	15	194	WT	Plate_6_filtered	5.624847	4.375273
B9	25	135	WT	Plate_6_filtered	8.429822	3.4147787
G2	30	114	Null	Plate_6_filtered	5.7931337	7.745277
G8	11	132	Null	Plate_6_filtered	5.805778	2.3736982
B3	20	116	WT	Plate_6_filtered	10.076979	4.9858627
E10	21	224	WT	Plate_6_filtered	6.2419934	5.2681074
D7	4	68	Null	Plate_6_filtered	9.791656	4.1992345
E5	23	172	WT	Plate_6_filtered	3.6817997	2.6824546
E11	11	232	WT	Plate_6_filtered	4.208871	3.2401314
E3	23	161	WT	Plate_6_filtered	5.2238927	3.2153208
B10	4	124	WT	Plate_6_filtered	9.9344015	3.718905
G10	25	88	Null	Plate_6_filtered	6.5065017	7.887724
E3	9	161	WT	Plate_6_filtered	4.226082	4.885123
E9	20	251	WT	Plate_6_filtered	6.0736227	2.8324509
D9	18	74	Null	Plate_6_filtered	10.343582	4.633112
G9	20	87	Null	Plate_6_filtered	6.191182	5.390179
E11	29	232	WT	Plate_6_filtered	6.614171	4.850739
G3	2	123	Null	Plate_6_filtered	3.4069085	5.777751
E10	19	224	WT	Plate_6_filtered	5.4281683	3.148619
G9	7	87	Null	Plate_6_filtered	7.6422496	3.4006577
E2	3	141	WT	Plate_6_filtered	3.591583	3.1345093
E11	15	232	WT	Plate_6_filtered	6.9836884	6.595785
G5	24	131	Null	Plate_6_filtered	6.8850985	5.3186746
E8	15	215	WT	Plate_6_filtered	6.35265	4.605173
G7	7	128	Null	Plate_6_filtered	4.908434	6.485929
E4	17	131	WT	Plate_6_filtered	5.094487	7.3542395
G10	16	88	Null	Plate_6_filtered	3.5854461	4.914891
E2	21	141	WT	Plate_6_filtered	3.2654297	4.536135
E10	26	224	WT	Plate_6_filtered	6.2787285	4.431956
E4	16	131	WT	Plate_6_filtered	3.9110267	3.0723977
D7	36	68	Null	Plate_6_filtered	9.258132	4.450488
E2	8	141	WT	Plate_6_filtered	4.1760445	7.380407
B2	17	129	WT	Plate_6_filtered	10.149612	3.3303952
G10	6	88	Null	Plate_6_filtered	5.390475	2.7148156
E4	32	131	WT	Plate_6_filtered	4.1328497	3.5476558
B10	22	124	WT	Plate_6_filtered	10.307189	5.636675
D11	34	67	Null	Plate_6_filtered	8.544655	5.240412
E11	30	232	WT	Plate_6_filtered	4.562044	4.147551
E9	27	251	WT	Plate_6_filtered	5.945792	5.314847
E7	36	194	WT	Plate_6_filtered	6.59703	6.9450097
E5	7	172	WT	Plate_6_filtered	5.765253	7.2941456
E7	17	194	WT	Plate_6_filtered	5.024626	5.032356
B4	3	88	WT	Plate_6_filtered	10.041431	4.4429283
G7	30	128	Null	Plate_6_filtered	6.486057	7.62448
E4	14	131	WT	Plate_6_filtered	5.629407	6.2362022
B7	23	102	WT	Plate_6_filtered	10.331863	4.9063745
G6	20	133	Null	Plate_6_filtered	4.155668	4.8677964
E11	17	232	WT	Plate_6_filtered	6.466242	6.600271
E7	2	194	WT	Plate_6_filtered	4.8327513	4.0853095
G6	4	133	Null	Plate_6_filtered	5.629144	7.6166787
D2	11	53	Null	Plate_6_filtered	9.087599	2.8686206
E3	27	161	WT	Plate_6_filtered	6.5670624	5.372136
E8	1	215	WT	Plate_6_filtered	6.302411	3.8623168
B7	21	102	WT	Plate_6_filtered	9.755469	4.4172654
G10	2	88	Null	Plate_6_filtered	4.754048	6.3124585
E11	22	232	WT	Plate_6_filtered	6.987482	2.9265819
G2	22	114	Null	Plate_6_filtered	6.125746	6.333336
G4	28	109	Null	Plate_6_filtered	4.246367	2.6489003
E9	10	251	WT	Plate_6_filtered	5.4424725	2.3558314
G7	20	128	Null	Plate_6_filtered	5.918588	6.8355274
G9	35	87	Null	Plate_6_filtered	4.7422085	2.087609
E11	31	232	WT	Plate_6_filtered	4.9585576	5.088329
G6	25	133	Null	Plate_6_filtered	5.6334043	7.529336
E10	34	224	WT	Plate_6_filtered	4.4561543	5.3066225
D4	20	40	Null	Plate_6_filtered	3.7171733	4.5854726
B9	30	135	WT	Plate_6_filtered	8.7669735	3.1403842
G9	26	87	Null	Plate_6_filtered	6.553621	7.888814
E4	6	131	WT	Plate_6_filtered	7.375082	2.7739856
G4	5	109	Null	Plate_6_filtered	4.8539534	3.0954382
E5	6	172	WT	Plate_6_filtered	3.3785915	4.2562065
B7	34	102	WT	Plate_6_filtered	10.449768	4.3541856
B9	24	135	WT	Plate_6_filtered	9.50358	2.929109
E9	15	251	WT	Plate_6_filtered	5.220453	4.214633
G11	1	114	Null	Plate_6_filtered	4.8112636	4.0135903
B2	21	129	WT	Plate_6_filtered	10.121835	5.161832
E7	11	194	WT	Plate_6_filtered	6.4901094	7.426295
B10	21	124	WT	Plate_6_filtered	8.415601	6.5684
G4	30	109	Null	Plate_6_filtered	6.5380235	7.548024
G8	24	132	Null	Plate_6_filtered	6.042734	7.7960253
E10	28	224	WT	Plate_6_filtered	5.403819	3.5123193
B7	16	102	WT	Plate_6_filtered	8.130938	5.163876
G6	19	133	Null	Plate_6_filtered	5.7694335	6.7115126
D10	23	59	Null	Plate_6_filtered	9.5030155	4.650079
G2	4	114	Null	Plate_6_filtered	5.0273924	3.1508102
E7	26	194	WT	Plate_6_filtered	5.6335897	5.2671947
E4	17	131	WT	Plate_6_filtered	5.680498	7.1277065
B10	22	124	WT	Plate_6_filtered	10.748693	5.392154
D6	26	54	Null	Plate_6_filtered	4.327473	2.7629895
D10	24	59	Null	Plate_6_filtered	10.5133295	3.9900687
E5	28	172	WT	Plate_6_filtered	3.5985687	5.0951533
B11	22	122	WT	Plate_6_filtered	9.377999	4.692101
G6	19	133	Null	Plate_6_filtered	5.0063095	3.5075727
E5	16	172	WT	Plate_6_filtered	4.070622	2.6360762
E7	3	194	WT	Plate_6_filtered	5.399514	5.284688
E3	25	161	WT	Plate_6_filtered	5.7088847	5.3837137
G9	36	87	Null	Plate_6_filtered	6.1811943	6.7495823
B11	22	122	WT	Plate_6_filtered	10.7506895	5.0400243
G10	5	88	Null	Plate_6_filtered	6.709943	4.355258
G7	19	128	Null	Plate_6_filtered	5.801586	7.6072884
B8	34	92	WT	Plate_6_filtered	9.622175	2.931505
G5	6	131	Null	Plate_6_filtered	6.8171835	6.1310935
E3	22	161	WT	Plate_6_filtered	4.5952387	7.646016
E11	16	232	WT	Plate_6_filtered	6.8455806	7.0255704
G10	5	88	Null	Plate_6_filtered	5.710538	3.832837
E5	32	172	WT	Plate_6_filtered	3.9178147	3.6517246
D8	34	62	Null	Plate_6_filtered	9.243023	4.6745872
D8	34	62	Null	Plate_6_filtered	9.753477	4.8082676
B10	22	124	WT	Plate_6_filtered	10.6995	4.989105
B10	30	124	WT	Plate_6_filtered	10.003361	2.9944272
D10	28	59	Null	Plate_6_filtered	9.801811	4.4582524
D11	2	67	Null	Plate_6_filtered	10.382169	3.4649856
G8	14	132	Null	Plate_6_filtered	3.8298924	6.2548437
G6	4	133	Null	Plate_6_filtered	6.60116	5.7999854
D10	7	59	Null	Plate_6_filtered	10.047945	3.965807
D11	31	67	Null	Plate_6_filtered	9.472834	4.9743166
G5	22	131	Null	Plate_6_filtered	4.276135	2.900538
E8	4	215	WT	Plate_6_filtered	6.6166797	6.725978
E7	9	194	WT	Plate_6_filtered	5.5801926	6.0985584
B4	15	88	WT	Plate_6_filtered	8.8314705	4.011605
E7	14	194	WT	Plate_6_filtered	4.310674	5.250022
G8	25	132	Null	Plate_6_filtered	4.3598638	4.7612634
G10	15	88	Null	Plate_6_filtered	5.746749	5.0821977
E3	35	161	WT	Plate_6_filtered	4.3874593	6.2641935
G11	16	114	Null	Plate_6_filtered	4.945293	1.8213623
B4	16	88	WT	Plate_6_filtered	9.544717	4.3719053
G7	33	128	Null	Plate_6_filtered	8.784648	6.1759
E5	19	172	WT	Plate_6_filtered	4.243329	2.2854893
G9	21	87	Null	Plate_6_filtered	6.17567	5.349982
G7	1	128	Null	Plate_6_filtered	5.2108016	1.8386592
G9	32	87	Null	Plate_6_filtered	6.898944	7.8458266
B11	4	122	WT	Plate_6_filtered	9.604362	5.533557
B8	21	92	WT	Plate_6_filtered	10.326438	5.093024
E10	21	224	WT	Plate_6_filtered	6.7505555	6.8612328
D8	27	62	Null	Plate_6_filtered	9.151059	3.5572813
B3	22	116	WT	Plate_6_filtered	9.77286	3.9333355
G9	18	87	Null	Plate_6_filtered	3.8695045	6.1758676
E8	27	215	WT	Plate_6_filtered	4.808145	1.8829638
G11	23	114	Null	Plate_6_filtered	2.7442174	4.184476
E7	1	194	WT	Plate_6_filtered	4.7994027	4.8791656
G8	29	132	Null	Plate_6_filtered	7.084406	7.3719234
B7	35	102	WT	Plate_6_filtered	10.411683	4.6839485
G7	23	128	Null	Plate_6_filtered	4.093122	4.51365
B8	28	92	WT	Plate_6_filtered	10.395925	5.2494497
B2	31	129	WT	Plate_6_filtered	8.143999	4.595571
G7	13	128	Null	Plate_6_filtered	7.0165772	6.975629
G9	5	87	Null	Plate_6_filtered	5.4190536	2.7684214
G3	1	123	Null	Plate_6_filtered	6.2634273	3.4422474
E8	11	215	WT	Plate_6_filtered	6.6250324	6.5452137
B7	28	102	WT	Plate_6_filtered	9.704711	5.6262226
E11	16	232	WT	Plate_6_filtered	6.450645	4.515164
D10	10	59	Null	Plate_6_filtered	9.42626	4.507733
E6	12	144	WT	Plate_6_filtered	5.9063506	7.325099
E6	36	144	WT	Plate_6_filtered	5.3223543	3.7353854
G3	24	123	Null	Plate_6_filtered	6.2462244	7.895591
B9	35	135	WT	Plate_6_filtered	10.381822	3.8983111
G10	10	88	Null	Plate_6_filtered	7.344149	2.7787726
G11	7	114	Null	Plate_6_filtered	6.601024	4.880381
B7	16	102	WT	Plate_6_filtered	10.085974	5.5527873
G10	14	88	Null	Plate_6_filtered	5.775537	8.300218
B6	16	93	WT	Plate_6_filtered	10.192299	5.7078333
D9	18	74	Null	Plate_6_filtered	9.300863	5.7154584
B2	11	129	WT	Plate_6_filtered	9.053957	4.5859885
B9	28	135	WT	Plate_6_filtered	9.985769	4.691618
B7	30	102	WT	Plate_6_filtered	9.775789	3.6641428
E7	31	194	WT	Plate_6_filtered	3.938916	6.9817066
B9	18	135	WT	Plate_6_filtered	9.632408	5.624087
E5	30	172	WT	Plate_6_filtered	6.2340813	7.9104357
B8	34	92	WT	Plate_6_filtered	10.054989	5.279407
E8	5	215	WT	Plate_6_filtered	4.2614045	2.1663766
B11	29	122	WT	Plate_6_filtered	9.980785	4.939859
G4	26	109	Null	Plate_6_filtered	5.559742	7.65164
G11	36	114	Null	Plate_6_filtered	4.2284656	5.150816
D8	22	62	Null	Plate_6_filtered	7.0240583	4.24443
B7	15	102	WT	Plate_6_filtered	10.373108	3.5568366
G8	30	132	Null	Plate_6_filtered	4.8599625	1.6417888
E4	13	131	WT	Plate_6_filtered	2.814887	3.970813
D8	34	62	Null	Plate_6_filtered	10.478029	4.2128463
B7	29	102	WT	Plate_6_filtered	9.625531	4.3041406
E9	26	251	WT	Plate_6_filtered	4.8542266	2.807215
B2	23	129	WT	Plate_6_filtered	8.9156885	5.363845
E11	27	232	WT	Plate_6_filtered	7.0185966	6.972681
B4	22	88	WT	Plate_6_filtered	8.624869	4.5531716
B10	9	124	WT	Plate_6_filtered	9.756159	2.8481493
B3	6	116	WT	Plate_6_filtered	9.929052	4.4170756
