Metadata_Plate	Metadata_Site	Metadata_Well	Metadata_genotype	Metadata_number_of_singlecells	UMAP0	UMAP1
Plate_3	22	C4	WT	666	-2.2539933	-0.56055963
Plate_3_prime	24	G4	WT	388	1.2548226	1.2531499
Plate_3	17	E12	Null	607	0.3279025	1.1491901
Plate_3	16	G11	Null	250	0.11811863	1.7305863
Plate_3	22	E12	Null	607	1.9625657	1.2457416
Plate_3	21	E12	Null	607	2.5006518	2.229267
Plate_3_prime	25	G4	WT	388	-0.9096376	0.7696021
Plate_3	16	E10	Null	117	-2.790143	1.4907244
Plate_3_prime	6	E2	WT	59	0.55813706	1.5902177
Plate_5	2	E11	Null	185	-0.058013644	2.0234087
Plate_3	12	F3	WT	185	-2.5817823	1.1243621
Plate_5	8	B10	Null	155	0.827119	-1.2028149
Plate_3	10	F12	Null	647	2.3892367	1.4286321
Plate_5	19	G12	Null	121	-2.0156856	-0.17394459
Plate_3	5	B4	WT	559	-2.522257	0.29855248
Plate_5	4	B11	Null	148	-1.8095317	-0.068772875
Plate_3	24	E12	Null	607	0.22875512	1.9421486
Plate_3	4	E11	Null	331	1.133095	-0.01496293
Plate_3_prime	19	G11	Null	142	0.7533507	-2.1286683
Plate_3	7	C4	WT	666	2.3615649	0.57223606
Plate_5	14	G1	WT	71	-0.5366089	2.0478985
Plate_5	2	G12	Null	121	-2.4731684	0.15081656
Plate_5	2	D10	Null	157	-2.155598	1.9887327
Plate_3	19	F2	WT	70	-2.6533787	0.7528369
Plate_3	10	C4	WT	666	-1.0882487	0.44158217
Plate_5	15	B4	WT	111	1.1473191	3.4096768
Plate_3	3	C12	Null	570	-1.3068937	0.6630485
Plate_3	17	B12	Null	531	0.834677	-0.3981976
Plate_5	11	G3	WT	121	-3.3386784	0.7600036
Plate_3_prime	4	E4	WT	246	1.3306271	3.167023
Plate_3	23	C12	Null	570	0.6340248	0.95930123
Plate_5	20	C3	WT	117	-2.2216969	0.98554355
Plate_3	14	C4	WT	666	2.195883	0.90567356
Plate_3	7	B4	WT	559	0.38822207	-2.238497
Plate_3	6	F11	Null	329	-2.3216817	2.3681912
Plate_5	13	D11	Null	178	-3.1176093	1.6638757
Plate_3	20	D12	Null	623	-0.66200966	0.34388104
Plate_3	23	C3	WT	344	0.10676086	3.4541032
Plate_3	19	F3	WT	185	-1.8643453	1.423318
Plate_3_prime	24	E4	WT	246	2.1682875	2.595473
Plate_3	4	F4	WT	438	4.9641743	0.3502897
Plate_3	20	E12	Null	607	3.6270244	0.9039135
Plate_3	10	F12	Null	647	2.5671072	-0.5269508
Plate_3	5	F3	WT	185	0.81221604	3.1101243
Plate_3_prime	10	E3	WT	155	-1.9585139	-0.28227708
Plate_3	19	C2	WT	175	0.93377334	0.71337646
Plate_3	11	C4	WT	666	1.2238495	3.5140946
Plate_3_prime	22	F4	WT	284	-2.002777	0.94946176
Plate_3_prime	20	B4	WT	219	-0.8276383	1.9314774
Plate_3	17	E3	WT	168	0.22715586	-2.6507273
Plate_3	11	D12	Null	623	0.7769417	3.635174
Plate_5	15	G1	WT	71	0.9020455	1.6442374
Plate_3	6	G11	Null	250	-1.9174203	1.2115028
Plate_5	19	D10	Null	157	-0.3027453	3.5194519
Plate_3_prime	19	D12	Null	193	0.14304775	-1.5682164
Plate_3	3	C12	Null	570	-0.65488815	-1.1830373
Plate_3	12	B4	WT	559	0.7832045	2.59439
Plate_3_prime	17	G10	Null	72	-0.53745043	3.6951416
Plate_5	16	F11	Null	135	0.51028293	-3.3039274
Plate_5	17	B10	Null	155	-0.38819045	-0.44481245
Plate_3	24	C4	WT	666	0.48235777	0.6449083
Plate_5	6	E1	WT	100	1.7421671	0.1868877
Plate_5	17	F9	Null	149	4.0139256	0.57113373
Plate_3	23	G4	WT	386	-1.0572602	2.7058897
Plate_3_prime	24	G11	Null	142	-2.1309764	1.7910297
Plate_3	1	B2	WT	139	-0.40997735	3.960547
Plate_5	18	F10	Null	152	-0.9559857	0.006933849
Plate_3_prime	5	G3	WT	248	2.507626	2.9053516
Plate_3	24	F4	WT	438	0.56269735	2.6476295
Plate_5	19	C11	Null	154	-0.6586043	-1.1702657
Plate_3	1	C4	WT	666	-2.4460964	0.09421785
Plate_3_prime	19	D4	WT	358	2.7741504	2.0045342
Plate_3	14	F12	Null	647	0.8468317	-0.830464
Plate_5	14	B9	Null	173	0.124836065	3.2593846
Plate_3	1	G12	Null	481	-1.1039711	2.1780758
Plate_3	3	G1	WT	51	-3.099913	0.43824446
Plate_5	18	E12	Null	115	1.347475	2.5097728
Plate_5	5	C3	WT	117	-3.3402855	0.5416566
Plate_3	21	F11	Null	329	-2.5827978	2.8751793
Plate_3_prime	8	F4	WT	284	0.78397286	-1.1882929
Plate_3	15	F11	Null	329	-0.13731693	-1.5674115
Plate_3	9	F3	WT	185	-0.15001811	2.987135
Plate_3	15	B12	Null	531	1.9917163	2.0140448
Plate_3_prime	4	B12	Null	200	-1.1176766	2.5845618
Plate_3_prime	18	D4	WT	358	-1.8819916	-0.22990468
Plate_5	12	E11	Null	185	0.4541511	0.61136764
Plate_3_prime	23	B4	WT	219	-0.90443295	0.57755476
Plate_5	11	D11	Null	178	-1.6659518	1.4664872
Plate_3	23	D11	Null	216	-0.36618155	-0.799535
Plate_3_prime	15	C1	WT	28	-2.2669842	0.37105757
Plate_3	14	F12	Null	647	0.11595548	-0.92439514
Plate_3	17	B1	WT	43	-2.9124634	2.793389
Plate_3	12	F4	WT	438	0.55978185	4.0109963
Plate_3	19	E11	Null	331	-2.8958495	1.9539508
Plate_3	24	C12	Null	570	1.2707855	-1.3884265
Plate_3	18	F12	Null	647	0.58304685	-1.2486292
Plate_3	21	B11	Null	279	0.512859	1.5656588
Plate_3	6	C12	Null	570	-0.54490733	2.3286078
Plate_5	12	D2	WT	98	-0.3599307	-1.0651157
Plate_3_prime	20	F4	WT	284	0.5077798	1.5108953
Plate_3_prime	14	G12	Null	187	-2.5998957	1.0280132
Plate_3	3	C4	WT	666	3.557864	0.9870898
Plate_3	18	F4	WT	438	1.2994347	3.1130214
Plate_3	16	B2	WT	139	-1.8421797	-0.34612212
Plate_3	14	F4	WT	438	0.7823322	0.55936515
Plate_3_prime	15	D12	Null	193	3.0001261	1.1486439
Plate_3	23	C12	Null	570	1.6289302	-0.5018779
Plate_3_prime	22	F10	Null	63	-1.8375548	-0.42595068
Plate_3	4	D4	WT	636	1.3845867	1.4503256
Plate_3_prime	21	C10	Null	44	-1.7127935	-0.33821028
Plate_3_prime	14	E12	Null	328	0.7326254	-0.7977985
Plate_3	16	D4	WT	636	1.5157381	2.7506475
Plate_3	9	B3	WT	297	0.45451397	-3.3529165
Plate_3	2	F3	WT	185	-2.035912	1.7866893
Plate_3	1	D3	WT	305	-0.15317349	3.0403643
Plate_5	5	C10	Null	125	-0.4366225	4.0974236
Plate_5	4	G10	Null	128	-0.69046265	3.1699176
Plate_3	1	E10	Null	117	1.5910106	2.634684
Plate_3_prime	5	F3	WT	174	-2.3444004	1.2642097
Plate_3	25	D12	Null	623	1.5634238	0.75203884
Plate_3	20	D4	WT	636	0.17641182	1.1384746
Plate_3	23	C3	WT	344	1.085052	3.5526767
Plate_3_prime	25	C4	WT	127	0.88911766	3.9415283
Plate_5	18	B9	Null	173	-2.2519562	2.9354374
Plate_3	7	B2	WT	139	-1.8458401	0.22584973
Plate_3	25	C10	Null	136	1.7161486	1.4134518
Plate_3_prime	19	E12	Null	328	1.7920709	2.6557205
Plate_3	1	G4	WT	386	-2.8270257	0.83340025
Plate_3	16	C11	Null	280	2.1809602	0.883807
Plate_3	25	C4	WT	666	-1.9528521	-0.059383254
Plate_3	1	C12	Null	570	2.4908407	1.9378058
Plate_5	16	C10	Null	125	2.7503693	1.0618628
Plate_3	20	B11	Null	279	0.51149356	1.7582173
Plate_3_prime	13	G3	WT	248	0.9306939	1.7067338
Plate_3_prime	15	F3	WT	174	-0.50816184	-1.7506543
Plate_3	13	F4	WT	438	0.8749368	0.3726112
Plate_3_prime	1	G11	Null	142	-1.501153	1.7213749
Plate_3	10	G10	Null	117	-3.0459278	0.36672923
Plate_5	21	B11	Null	148	-1.1889426	-0.28357774
Plate_3	22	D4	WT	636	-0.094866864	0.746276
Plate_3_prime	4	B12	Null	200	0.24262859	3.8398132
Plate_3_prime	24	B11	Null	53	0.0389962	-0.50024414
Plate_5	7	G2	WT	123	-2.8184927	3.077117
Plate_3_prime	6	G4	WT	388	1.5403985	3.4701731
Plate_5	18	C2	WT	136	1.6176506	1.7691286
Plate_3	13	D9	Null	48	-0.99982345	3.9293163
Plate_3_prime	19	B4	WT	219	-0.38472456	3.4031384
Plate_3_prime	15	D3	WT	168	-2.687779	0.6755175
Plate_3	1	F10	Null	149	-1.0986509	1.1027448
Plate_3	24	E3	WT	168	-1.3432996	3.4014764
Plate_3_prime	10	G3	WT	248	0.3369841	2.3830376
Plate_3	1	C3	WT	344	-2.6057372	1.1552955
Plate_3	15	F12	Null	647	1.5875556	2.2303145
Plate_3_prime	5	E4	WT	246	-2.7590146	1.4053544
Plate_3	7	C4	WT	666	-0.46037182	1.1707872
Plate_3_prime	7	G4	WT	388	-2.4192557	1.6911414
Plate_3	21	C4	WT	666	0.07790806	-0.70455825
Plate_3	5	F12	Null	647	2.9039216	0.7353375
Plate_3	22	C12	Null	570	-1.9671574	-0.24893695
Plate_3	1	B2	WT	139	0.08811593	0.03944808
Plate_3	14	B12	Null	531	-2.2865655	1.617845
Plate_3	16	C11	Null	280	-0.49034095	0.5892134
Plate_3	18	D2	WT	151	1.6238574	3.6256068
Plate_5	18	F1	WT	87	1.004937	2.961854
Plate_5	14	D11	Null	178	-0.7950515	0.5387068
Plate_3	17	F10	Null	149	-0.91364896	-0.49160045
Plate_3	9	D4	WT	636	2.3117504	0.14034005
Plate_3	13	F10	Null	149	-0.00080714317	4.222853
Plate_3	11	G3	WT	187	-1.9478006	1.2150444
Plate_3	13	C2	WT	175	0.70380056	-1.4831647
Plate_3	22	C11	Null	280	-0.7969492	3.1025376
Plate_5	16	E12	Null	115	-3.2851362	2.2646132
Plate_3	15	G4	WT	386	0.108886175	-2.0990062
Plate_5	8	E9	Null	119	-2.0215805	1.9351207
Plate_3	8	B12	Null	531	-0.15852161	0.53315014
Plate_5	2	C3	WT	117	-0.22980823	3.0997121
Plate_3	20	B3	WT	297	-1.379581	2.215587
Plate_3	5	G3	WT	187	-1.275348	1.0569499
Plate_3	4	F10	Null	149	1.3362942	3.4852366
Plate_3_prime	1	F9	Null	29	-0.26781023	4.451143
Plate_3_prime	20	E4	WT	246	-1.8376523	0.02206801
Plate_3_prime	10	C12	Null	321	-0.4379269	0.37331876
Plate_3	2	C2	WT	175	-1.3373734	-0.740247
Plate_5	11	G11	Null	127	-0.28333616	1.1177144
Plate_3	9	D3	WT	305	0.27027687	2.4454145
Plate_3	14	E12	Null	607	-0.014914534	2.66322
Plate_3_prime	12	E12	Null	328	1.0713062	-0.12584159
Plate_5	18	G10	Null	128	-0.599169	1.1561744
Plate_3	1	F12	Null	647	-0.3489948	-0.8794948
Plate_3	14	E11	Null	331	0.8321952	-2.7645473
Plate_3	4	F12	Null	647	-2.6592977	0.078772716
Plate_3_prime	5	G4	WT	388	0.9238887	2.03767
Plate_3	23	G1	WT	51	1.2233429	3.1114407
Plate_3	6	E11	Null	331	0.87259644	2.737101
Plate_3	22	C4	WT	666	0.60816383	1.302957
Plate_3	6	D12	Null	623	-0.61284745	3.1330743
Plate_3	12	D12	Null	623	1.3885872	0.44070116
Plate_3	1	F3	WT	185	-0.4202403	4.037228
Plate_5	20	E9	Null	119	-2.6390278	-0.31698945
Plate_3	16	F12	Null	647	0.2846522	1.625333
Plate_3_prime	24	C11	Null	54	0.072658844	2.884819
Plate_3_prime	25	B12	Null	200	-0.95494556	0.7288646
Plate_5	1	C12	Null	119	0.54127276	0.46524942
Plate_3_prime	10	C1	WT	28	-2.2797422	1.2081804
Plate_3	21	D10	Null	134	-0.21830639	-0.5277347
Plate_3	8	F12	Null	647	0.73372716	3.4177167
Plate_3	16	E1	WT	51	-3.3557	3.273353
Plate_3	15	D3	WT	305	-0.52300984	3.2031395
Plate_3	9	D12	Null	623	2.3236928	2.5374308
Plate_3	9	D4	WT	636	-2.387369	1.7836409
Plate_3	21	F12	Null	647	0.9353797	0.7445196
Plate_3	19	B4	WT	559	1.3042725	0.51180774
Plate_3	2	F4	WT	438	1.169287	0.51097345
Plate_5	1	E1	WT	100	0.32246602	-2.0411303
Plate_5	13	E11	Null	185	-2.6656904	2.9454944
Plate_3	19	F4	WT	438	-1.1948048	0.91393137
Plate_3	12	C12	Null	570	2.0955498	1.3117805
Plate_3_prime	7	E10	Null	72	0.4017505	1.7153906
Plate_5	19	D3	WT	128	1.0115312	4.02446
Plate_3_prime	19	D3	WT	168	0.9332569	0.8943331
Plate_5	3	E1	WT	100	0.13884881	0.9517973
Plate_3	22	C4	WT	666	-0.4990496	0.5814555
Plate_3	4	D12	Null	623	1.3035924	-1.2097496
Plate_3	23	C11	Null	280	-0.41498637	0.41815895
Plate_3_prime	15	C12	Null	321	1.2180363	2.7910533
Plate_5	4	E3	WT	120	-2.5123606	1.2784868
Plate_3	17	F10	Null	149	0.88199866	3.2730749
Plate_3_prime	5	F10	Null	63	-0.30437222	1.92497
Plate_3_prime	25	B4	WT	219	-0.49594414	0.13186309
Plate_3_prime	18	B12	Null	200	-1.9011182	-0.64086837
Plate_5	1	E4	WT	85	-3.1526144	0.14369865
Plate_3_prime	18	B4	WT	219	0.75319266	-0.7022993
Plate_5	21	B3	WT	77	0.57280344	2.1255136
Plate_3_prime	23	D11	Null	100	0.93544996	1.9650489
Plate_3	5	D2	WT	151	-2.7228982	1.5674088
Plate_3	10	D12	Null	623	-1.2200401	0.37698036
Plate_3_prime	4	E4	WT	246	-2.1349251	0.44663286
Plate_3	4	G4	WT	386	-1.1561478	1.0281855
Plate_5	16	C10	Null	125	-2.0662122	1.0813884
Plate_3	2	D12	Null	623	-0.5448054	-1.1599286
Plate_5	18	F2	WT	111	0.21698971	2.5078135
Plate_3	3	F12	Null	647	0.54883784	1.1526906
Plate_3_prime	22	C10	Null	44	-0.7217944	-0.9881231
Plate_5	19	B9	Null	173	1.4098603	-0.7097995
Plate_3	13	G4	WT	386	-2.8166285	0.022651143
Plate_3_prime	18	B12	Null	200	-0.26811132	0.96509445
Plate_3_prime	14	B1	WT	25	0.11501354	4.273578
Plate_3_prime	23	E12	Null	328	1.3847902	1.8127598
Plate_3	3	D1	WT	34	-2.6431172	3.4805799
Plate_3	24	C12	Null	570	1.0703604	-1.6568401
Plate_3	16	B4	WT	559	-0.32402864	1.5051063
Plate_3	6	F12	Null	647	1.016162	3.4511836
Plate_5	9	B11	Null	148	-1.2737032	-0.3480071
Plate_3	20	G12	Null	481	1.4413642	0.93342274
Plate_3_prime	24	B12	Null	200	0.23089074	0.8276017
Plate_3	15	D3	WT	305	-0.18518503	1.3613688
Plate_3_prime	12	C12	Null	321	0.40173468	-3.6981528
Plate_3	25	C12	Null	570	-0.091599286	0.2360657
Plate_5	8	G4	WT	99	-1.6376648	-0.024516555
Plate_3	7	B12	Null	531	2.1989217	2.121151
Plate_3	12	C2	WT	175	-0.7430218	3.131701
Plate_3	7	C11	Null	280	-0.47337326	3.8006673
Plate_3	14	B3	WT	297	-0.84801495	0.7275648
Plate_5	15	E2	WT	102	0.0828437	-0.48904622
Plate_3	20	B4	WT	559	-1.7918828	0.8662751
Plate_3	3	C4	WT	666	3.2181551	1.0667995
Plate_3_prime	7	F2	WT	91	1.4261149	0.40794843
Plate_5	19	F11	Null	135	-0.2569742	1.440128
Plate_3	2	F11	Null	329	-1.619304	0.21469139
Plate_5	1	C3	WT	117	-0.84882325	0.15157986
Plate_3	14	C4	WT	666	-1.5469531	-0.05251489
Plate_3	1	D12	Null	623	-0.6888567	-0.36346522
Plate_3_prime	22	G4	WT	388	-1.9332764	0.5273188
Plate_3	16	C11	Null	280	-0.9915335	2.430238
Plate_3	10	E10	Null	117	-0.9862975	-0.8615433
Plate_3	17	G10	Null	117	-0.22843936	-0.7966881
Plate_5	15	D10	Null	157	-0.25297466	-0.12876287
Plate_3	21	E12	Null	607	1.3630509	-0.16768952
Plate_5	4	B4	WT	111	1.3818169	3.134209
Plate_3	2	D4	WT	636	1.176713	-0.013868445
Plate_3	9	B3	WT	297	-1.442424	0.06335397
Plate_3	14	F11	Null	329	0.9109811	1.4443153
Plate_3_prime	18	G4	WT	388	-0.11760082	0.07678159
Plate_3_prime	7	C12	Null	321	-1.1173152	0.9465329
Plate_5	13	F9	Null	149	-3.0370684	2.919458
Plate_3	13	C3	WT	344	0.08914091	0.5950268
Plate_3_prime	9	G4	WT	388	-1.21396	-0.53692657
Plate_5	6	F3	WT	91	-0.61923283	1.3087742
Plate_3	3	E12	Null	607	0.7710914	1.6760458
Plate_3	24	F4	WT	438	-0.22161692	1.4325365
Plate_3_prime	22	E4	WT	246	1.43894	0.33047616
Plate_3_prime	22	G3	WT	248	-1.86295	-0.79956406
Plate_3	16	B10	Null	84	-1.3493022	-1.5572872
Plate_3	14	B4	WT	559	3.861047	0.6574046
Plate_3_prime	15	G12	Null	187	0.84195274	4.1191273
Plate_5	15	C4	WT	103	1.1512474	2.431132
Plate_3	13	C12	Null	570	-0.73001003	1.3768349
Plate_3	24	F3	WT	185	-1.4474294	3.5015306
Plate_3	6	D12	Null	623	-2.911476	0.18712755
Plate_3_prime	15	F11	Null	100	-0.9638145	-1.6188325
Plate_5	11	F9	Null	149	1.6741183	1.3066719
Plate_3	21	D11	Null	216	-2.202673	0.9401292
Plate_5	8	B9	Null	173	0.7875488	-3.5853827
Plate_3	13	F12	Null	647	-0.6892032	-1.393386
Plate_5	12	G1	WT	71	-0.7616743	1.0514185
Plate_3	3	C4	WT	666	2.4281633	0.8649569
Plate_3	17	C11	Null	280	1.401252	-0.16003925
Plate_3	19	C12	Null	570	1.1048254	-1.0729324
Plate_3_prime	15	E3	WT	155	0.40028	-3.7144206
Plate_3	4	F12	Null	647	-2.0165758	0.18212968
Plate_3_prime	20	F3	WT	174	-2.3647525	1.5922152
Plate_5	15	D2	WT	98	0.39934573	0.7557046
Plate_3	8	D9	Null	48	-1.4492211	3.4013891
Plate_3	18	G12	Null	481	1.9455423	-0.17599182
Plate_3	11	B12	Null	531	0.50162274	-1.1520141
Plate_3	10	E11	Null	331	0.91370064	-0.30843478
Plate_3	6	D4	WT	636	-1.0780742	-0.20474692
Plate_5	21	E11	Null	185	-1.098371	-1.5155764
Plate_3	1	G3	WT	187	-0.6725472	1.5955727
Plate_3	21	F4	WT	438	0.34515828	-3.4681208
Plate_3_prime	12	C12	Null	321	2.3533034	2.697582
Plate_3_prime	9	D3	WT	168	-0.08581443	3.6874845
Plate_5	11	E1	WT	100	0.22099313	1.5612158
Plate_3	20	C10	Null	136	1.4190305	3.23892
Plate_5	7	B12	Null	148	1.0049111	1.4784194
Plate_3_prime	2	E11	Null	59	-0.36558226	-0.6727319
Plate_3_prime	15	F4	WT	284	-0.21331204	1.1947086
Plate_3_prime	22	G2	WT	94	-2.0794005	0.85308474
Plate_3	8	F11	Null	329	0.52215385	-0.2328064
Plate_3	14	C12	Null	570	0.29993394	0.8241356
Plate_3	4	D4	WT	636	1.5589224	3.5908556
Plate_5	19	F3	WT	91	1.4098364	3.0623043
Plate_3	9	G11	Null	250	-0.46196216	4.0641456
Plate_3	20	C2	WT	175	0.24599846	-2.3119857
Plate_3	15	F12	Null	647	2.0137126	1.9392573
Plate_5	21	B1	WT	76	0.016277723	4.141063
Plate_5	9	D2	WT	98	0.9257123	-0.10961166
Plate_5	8	D10	Null	157	-0.37440237	3.4849644
Plate_3_prime	18	G4	WT	388	-1.4398875	0.74877393
Plate_3	8	B11	Null	279	1.1785018	1.3664953
Plate_5	20	B9	Null	173	-2.8515484	1.513116
Plate_3_prime	6	D2	WT	42	-2.0658612	-0.3528594
Plate_3_prime	24	F2	WT	91	-0.6948837	0.6430413
Plate_5	18	C9	Null	156	-3.1561937	0.23351806
Plate_5	8	G4	WT	99	0.5762588	-0.58360153
Plate_3	21	D12	Null	623	-1.571026	-0.79912233
Plate_3	8	B4	WT	559	-2.8311949	0.314943
Plate_3	20	C4	WT	666	0.9426544	1.551
Plate_3	5	D4	WT	636	1.4530083	2.07732
Plate_3	1	G3	WT	187	-1.0622548	-0.4294158
Plate_3	12	E11	Null	331	0.24302004	2.5858274
Plate_3	2	G11	Null	250	-1.6642565	2.5447593
Plate_5	20	F10	Null	152	0.82041806	-0.42053896
Plate_5	6	B9	Null	173	-2.8426204	0.31701037
Plate_3	24	G9	Null	56	-0.8368396	-1.2574158
Plate_3	10	C3	WT	344	-1.8196683	-0.10366855
Plate_3	3	C3	WT	344	-1.3451877	1.3560727
Plate_3	17	D11	Null	216	-3.352405	3.2446203
Plate_3	8	F4	WT	438	-1.7526714	1.46363
Plate_3	19	E11	Null	331	1.0413885	3.0610006
Plate_3_prime	7	C2	WT	39	-1.5963235	-0.46895882
Plate_3	5	G12	Null	481	2.0736053	2.3165221
Plate_5	13	F12	Null	124	-0.7602302	2.2122545
Plate_3	11	B12	Null	531	1.7780482	1.148736
Plate_3	12	F4	WT	438	-0.8435701	3.8310997
Plate_3	22	D12	Null	623	1.7379361	1.5733845
Plate_3	9	B12	Null	531	-1.8230958	-0.68723404
Plate_3	4	F4	WT	438	-0.5472665	0.17318572
Plate_3_prime	8	C12	Null	321	1.3598995	2.1249535
Plate_3	11	C9	Null	59	-1.3461777	4.001291
Plate_5	13	F9	Null	149	-3.2422867	2.9742367
Plate_5	15	D4	WT	102	0.044058353	3.667856
Plate_3	16	B4	WT	559	-0.57895803	1.9409323
Plate_3	3	B4	WT	559	-1.7577556	0.058764838
Plate_3_prime	12	C12	Null	321	-3.2248623	0.06558891
Plate_5	9	E3	WT	120	0.21003495	4.0893903
Plate_5	18	G3	WT	121	2.4037642	2.624004
Plate_3	9	G10	Null	117	0.27274898	-0.7805312
Plate_3	20	G11	Null	250	1.5895078	2.353057
Plate_3_prime	25	G11	Null	142	0.8073958	-0.11682688
Plate_3_prime	19	C11	Null	54	0.15674038	-0.3993237
Plate_5	15	D2	WT	98	0.5459791	-3.237338
Plate_5	11	C10	Null	125	0.77283466	2.1234047
Plate_3	8	F12	Null	647	-0.022527028	2.236307
Plate_3	7	D4	WT	636	2.995345	1.1657964
Plate_3	18	G4	WT	386	-0.04955327	3.0668068
Plate_3_prime	3	C9	Null	37	-1.7558426	1.8986173
Plate_3	25	E9	Null	42	0.36755657	0.010245721
Plate_5	19	F11	Null	135	-0.6499911	0.18110645
Plate_3	13	B3	WT	297	-0.9564281	1.3224828
Plate_3_prime	18	F4	WT	284	-3.0565548	0.47873977
Plate_5	1	C2	WT	136	1.4952598	3.546135
Plate_3	20	F4	WT	438	-1.9068583	0.20100382
Plate_5	3	C1	WT	63	-3.3509693	0.54811054
Plate_3	6	C12	Null	570	2.3096576	6.437671
Plate_3	21	D12	Null	623	4.0067916	0.51783514
Plate_3_prime	21	D9	Null	16	-1.022303	3.888516
Plate_5	3	B9	Null	173	1.4776504	0.7920092
Plate_3	7	B12	Null	531	3.705639	1.0024407
Plate_3	19	F12	Null	647	0.3291438	1.2183379
Plate_3_prime	18	F12	Null	125	-0.082058325	1.4567859
Plate_3	7	D4	WT	636	-0.32661396	2.1271145
Plate_3_prime	6	G2	WT	94	-1.6781793	1.3037397
Plate_5	7	C10	Null	125	-1.1626533	2.1246047
Plate_3_prime	9	D12	Null	193	2.0760062	2.810197
Plate_3	24	D3	WT	305	-2.305251	1.4688419
Plate_3_prime	23	B11	Null	53	-0.9733319	1.401508
Plate_5	21	G3	WT	121	-0.23534232	2.7963963
Plate_3	8	E12	Null	607	2.5954287	2.8998778
Plate_3	2	B12	Null	531	1.9869807	1.7084459
Plate_3	5	C12	Null	570	-1.7234348	0.47032422
Plate_3	1	G4	WT	386	-0.4598614	-1.3560808
Plate_3_prime	24	C4	WT	127	0.9876288	1.3324594
Plate_3	25	G4	WT	386	-0.31420368	1.815116
Plate_3	7	D4	WT	636	0.5124023	-2.5824487
Plate_3	6	G2	WT	47	-2.9690557	2.1693852
Plate_3	22	D3	WT	305	-1.1918138	1.9282652
Plate_3	24	B4	WT	559	2.9133093	0.5854449
Plate_3_prime	17	G3	WT	248	0.9296066	3.6905096
Plate_3	18	C11	Null	280	-3.2650287	2.6686678
Plate_3_prime	4	G4	WT	388	3.844062	0.98298144
Plate_3_prime	23	B3	WT	76	-1.6488392	1.293471
Plate_3_prime	22	C10	Null	44	-0.35896018	-0.8107825
Plate_3_prime	17	G11	Null	142	-2.1265173	3.0685732
Plate_3	20	C12	Null	570	-1.0942717	2.090851
Plate_3	4	G3	WT	187	-0.58385956	1.614425
Plate_3	13	D4	WT	636	1.1770624	1.8205867
Plate_5	4	B2	WT	97	-2.7467427	3.330798
Plate_3_prime	23	C4	WT	127	-1.3895433	1.3268883
Plate_5	7	F3	WT	91	0.44024473	1.3013518
Plate_3	15	B11	Null	279	0.3711334	-3.5161974
Plate_3_prime	15	B12	Null	200	-1.911775	1.070887
Plate_3	12	G2	WT	47	-0.9872656	3.7511158
Plate_3_prime	21	G9	Null	39	-0.44983733	3.8942564
Plate_3	24	F4	WT	438	0.29107124	3.6252785
Plate_3	4	G12	Null	481	2.72195	0.4035911
Plate_3	18	C4	WT	666	-1.4525801	0.6745438
Plate_3	2	E10	Null	117	-0.089874424	4.132675
Plate_3	25	D12	Null	623	2.5342286	0.99498814
Plate_5	14	D9	Null	135	-0.17931181	1.905614
Plate_3	19	C2	WT	175	0.5598287	1.4190919
Plate_3_prime	20	B3	WT	76	-0.13840865	2.3489006
Plate_3	25	C2	WT	175	-2.3870306	2.0731814
Plate_3_prime	19	C10	Null	44	1.4990928	0.93733066
Plate_3	23	C2	WT	175	0.37105927	0.4519124
Plate_5	2	E11	Null	185	-0.6750538	2.209244
Plate_3_prime	19	E11	Null	59	-0.44263467	3.3573403
Plate_5	7	B12	Null	148	-2.9942951	1.1360368
Plate_3_prime	20	D3	WT	168	-0.80262893	2.263115
Plate_3_prime	22	F3	WT	174	-2.0880544	1.6149421
Plate_3_prime	5	F11	Null	100	-1.9597391	-0.9350811
Plate_3	4	B9	Null	68	-0.5905441	3.8382907
Plate_3_prime	18	D4	WT	358	1.4007119	3.6403158
Plate_3_prime	17	F11	Null	100	-1.9573107	3.8962116
Plate_5	3	D11	Null	178	0.3134319	2.2880516
Plate_3	16	F2	WT	70	-0.18501449	-1.9524344
Plate_3_prime	5	E4	WT	246	-0.023829691	1.1170694
Plate_3	21	F4	WT	438	0.398867	1.1914662
Plate_3	11	E12	Null	607	1.3491683	0.912987
Plate_3_prime	13	B2	WT	55	0.9560024	2.7314422
Plate_3_prime	19	G3	WT	248	1.547341	3.2272525
Plate_3	16	C2	WT	175	-2.284132	3.1968706
Plate_3	24	F9	Null	66	-1.5208195	3.262154
Plate_3	13	E12	Null	607	1.8162795	1.059817
Plate_3	5	E12	Null	607	2.284395	0.90556276
Plate_3	20	C4	WT	666	-0.70371735	0.87564194
Plate_3	9	G4	WT	386	-2.9219782	-0.09476356
Plate_3	2	D1	WT	34	-2.6248357	3.036767
Plate_5	15	E11	Null	185	-2.66694	-0.03272653
Plate_3	15	C1	WT	64	-2.1225653	-0.544547
Plate_3	12	D3	WT	305	-0.78473854	0.5727059
Plate_5	11	E10	Null	132	0.99728626	2.4935577
Plate_5	4	D2	WT	98	-1.4102988	3.6619413
Plate_3_prime	18	C12	Null	321	2.9126608	1.0548005
Plate_3	19	D4	WT	636	1.054264	0.9181478
Plate_3_prime	11	E2	WT	59	-2.8692458	1.396916
Plate_3	19	F11	Null	329	-0.9076966	2.507359
